t00_A_Rep3_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR9	t00_B_Rep1_OR8	t00_C_Rep1_OR8	t00_A_Rep3_OR9	t00_A_Rep1_OR9	t00_B_Rep2_OR8	t00_B_Rep1_OR9	t00_B_Rep3_OR8	Student's T-test Significant Syn_Cond1_Syn_Cond2	Student's T-test significant	Student's T-test p-value Syn_Cond1_Syn_Cond2	Student's T-test q-value Syn_Cond1_Syn_Cond2	Student's T-test Difference Syn_Cond1_Syn_Cond2	Student's T-test Test statistic Syn_Cond1_Syn_Cond2	Name
23.6804828643799	23.1946659088135	23.1272411346436	23.4564723968506	22.7981300354004	23.1153202056885	23.9057598114014	19.428258895874	20.17795753479	23.7234687805176	22.6891384124756	23.6973209381104			0,266763133957049	0,897696625189319	0,958401362101238	1,17618065718711	CON__P15636
27.6392116546631	27.25905418396	27.4933795928955	27.6348991394043	27.5166110992432	27.5226879119873	27.4955940246582	27.6727104187012	27.2637023925781	27.4060916900635	27.6404132843018	27.5426292419434			0,931079421798212	0,976275620140521	0,00745042165120324	0,0886898881665697	CON__P60712;P60709
18.505241394043	17.4764041900635	16.1855850219727	16.7839546203613	16.460729598999	18.861026763916	16.3211269378662	19.3382186889648	20.2962207794189	18.0459251403809	16.6864032745361	17.8254585266113			0,379083587505773	0,897696625189319	-0,706735293070476	-0,920296085292656	O00116
18.7936363220215	15.6473150253296	16.3542175292969	15.9564352035522	15.8594083786011	17.7866649627686	16.974006652832	18.4656219482422	19.4261894226074	16.8099021911621	17.8361778259277	16.1217517852783			0,250981636633604	0,897696625189319	-0,87266206741333	-1,2185500180811	O00139;O14713
21.6164302825928	21.4416027069092	21.4321060180664	21.4270133972168	21.3542594909668	21.0070877075195	21.2690410614014	21.591495513916	19.6632518768311	21.3595199584961	21.0577621459961	21.1811542510986			0,248168345734366	0,897696625189319	0,359379132588707	1,22632642050124	O00148
18.3872184753418	19.2065505981445	18.5761241912842	18.6931381225586	17.1121559143066	18.2339057922363	15.1739072799683	18.4313316345215	19.2947521209717	18.8930988311768	17.7883682250977	19.0851268768311			0,716852263537055	0,940053501516572	0,257084687550861	0,373112198622464	O00151
19.9465007781982	20.6604595184326	20.1583194732666	20.2583236694336	20.2533740997314	21.200403213501	20.5028762817383	20.0548629760742	18.9964771270752	20.375244140625	20.1602096557617	20.6134777069092			0,350628825310835	0,897696625189319	0,295705477396648	0,979087633026421	O00154
17.951265335083	15.4465675354004	18.3137855529785	15.7874965667725	16.4492473602295	18.1577911376953	17.0509338378906	17.6203842163086	19.9998455047607	16.8929443359375	17.6469402313232	16.4610290527344			0,434925731426211	0,897696625189319	-0,594320615132649	-0,813404137638603	O00165
18.3621101379395	19.4311466217041	19.0502262115479	19.6102485656738	19.4106712341309	18.6947326660156	19.1609077453613	18.421516418457	19.7653427124023	19.570104598999	19.5683174133301	19.1412715911865			0,538969304643888	0,909847183533133	-0,178054173787434	-0,636143364327039	O00170
20.4077548980713	20.3157138824463	21.3816356658936	21.2267379760742	20.8010444641113	21.1853618621826	15.0039234161377	19.0341415405273	19.8224544525146	16.2707633972168	17.3165054321289	15.8663539886475	+	Syn_Cond1_Syn_Cond2	0,000920121536141475	0,0283276397726646	3,66735108693441	4,6413334994601	O00178
18.3110046386719	18.4942245483398	16.8907508850098	16.1233749389648	16.5760803222656	19.5028648376465	18.7917747497559	19.0897254943848	19.057825088501	18.427770614624	17.1345958709717	18.8228778839111			0,172111011998026	0,897696625189319	-0,904378255208336	-1,47075008644731	O00182;Q3B8N2;Q6DKI2
18.8942813873291	14.4209957122803	16.3515586853027	15.819845199585	15.6509046554565	17.9479999542236	16.6488780975342	17.7669372558594	19.4868297576904	16.2130222320557	17.7970142364502	15.349663734436			NaN	NaN	0	NaN	O00193
18.1470832824707	20.4673919677734	19.8173942565918	20.4290294647217	20.2422637939453	20.1207752227783	20.0933361053467	19.5693893432617	20.0471153259277	20.2080669403076	20.1218013763428	20.4845657348633			0,579035781794868	0,917409816781243	-0,216722806294761	-0,573406029853577	O00231
18.9541072845459	19.01735496521	19.8711376190186	18.9638042449951	18.6521949768066	19.3667469024658	19.2840099334717	17.6656684875488	19.255765914917	19.4067420959473	17.3003940582275	19.3642559051514			0,345550268996267	0,897696625189319	0,424751599629722	0,989942307579586	O00232
18.6363639831543	18.4081268310547	16.0193386077881	18.4092693328857	16.9636077880859	18.2087650299072	18.1927280426025	17.761812210083	19.761962890625	18.5226306915283	16.886568069458	18.3924674987793			0,425292317996632	0,897696625189319	-0,478782971700031	-0,831144314383935	O00233
19.2090435028076	17.8207321166992	15.8015642166138	15.8463296890259	15.9897747039795	17.9925441741943	15.9412088394165	18.7239360809326	19.5926113128662	16.845235824585	16.165584564209	17.6476440429688			0,661117279813436	0,936099319112125	-0,376038710276287	-0,451709304592386	O00264
18.38671875	17.6687412261963	15.6959037780762	16.6557750701904	16.2359199523926	16.7150402069092	14.9986505508423	18.9328804016113	19.7633686065674	16.7150173187256	18.2627620697021	16.1740379333496			0,504601721282061	0,897696625189319	-0,58143631617228	-0,69214186771378	O00267
20.5829391479492	21.1386032104492	20.2724113464355	20.9800128936768	21.0684967041016	20.7010345458984	20.6442317962646	20.3521213531494	19.9915733337402	20.9761257171631	20.6069393157959	20.9009075164795			0,317411706542	0,897696625189319	0,211933135986328	1,05233067871927	O00299;Q9NZA1;O15247
19.2108688354492	20.0636100769043	20.6252975463867	19.7906265258789	19.9583148956299	20.3062686920166	19.9470024108887	19.4007549285889	19.3733749389648	19.9299850463867	19.7651844024658	19.8972759246826			0,250382432759384	0,897696625189319	0,273568153381348	1,22020040063251	O00303
19.9311466217041	21.2644004821777	21.533275604248	21.0115718841553	21.3283367156982	21.4829063415527	21.3603649139404	20.4542713165283	21.611759185791	21.2528877258301	21.0877208709717	21.198787689209			0,817442719201605	0,949107157179878	-0,0690256754557268	-0,23699812143766	O00410;O60518
17.7879085540771	17.935375213623	17.9441547393799	16.1081256866455	16.1050148010254	18.1199855804443	17.3291816711426	18.3710784912109	19.5669746398926	17.8544597625732	17.7134647369385	17.6647644042969			0,171835392345834	0,897696625189319	-0,749893188476563	-1,47179061693758	O00425
18.26340675354	17.0021629333496	15.1954727172852	16.4700145721436	16.0190887451172	17.9918365478516	15.6082220077515	18.6875247955322	19.6326484680176	17.3491992950439	18.057071685791	17.632719039917			0,200866078231555	0,897696625189319	-1,00423383712769	-1,36931460293846	O00429
18.3897762298584	15.7006330490112	15.5686798095703	14.990550994873	17.0807914733887	18.1982250213623	17.070125579834	17.652889251709	19.6431884765625	16.9963855743408	16.1913681030273	16.7096042633057			NaN	NaN	0	NaN	O00483
19.3187999725342	19.1763191223145	18.8806762695313	15.5312385559082	17.4092445373535	17.3620223999023	19.3211116790771	18.6090030670166	19.8689708709717	18.9136333465576	18.4721622467041	18.1910629272461			0,173858166862589	0,897696625189319	-0,949607213338215	-1,46418741838878	O00487
18.3500347137451	18.0139408111572	17.685453414917	17.5515823364258	17.4336242675781	18.1199512481689	17.6441993713379	17.4798412322998	19.1114330291748	17.8568744659424	18.2441349029541	17.5500354766846			0,684580811218762	0,940053501516572	-0,12198861440023	-0,418283264420855	O00505
18.0627593994141	15.978367805481	15.9474592208862	16.3355941772461	16.4560203552246	17.3021697998047	17.0844802856445	18.6699695587158	19.7043876647949	16.5289211273193	17.4316062927246	16.7803192138672			0,124998327998539	0,897696625189319	-1,01955223083496	-1,67437314240417	O00541;Q674R7
18.9215545654297	17.0037727355957	15.2419099807739	16.2987804412842	15.7481670379639	17.8377513885498	19.4706382751465	18.6451950073242	19.5725154876709	20.1821784973145	16.9750289916992	19.5094776153564			0,0121561178909634	0,246526070828738	-2,21718295415243	-3,05459133683401	O00567
19.4164791107178	19.7234535217285	19.6314449310303	19.6499137878418	19.6593990325928	19.6317672729492	19.7132186889648	18.1298217773438	19.695219039917	19.7354125976563	17.5493850708008	19.4363212585449			0,173581414849668	0,897696625189319	0,575513203938801	1,46522315099272	O00571;O15523;Q9NQI0
18.2824802398682	17.4898166656494	18.7785530090332	17.5045528411865	16.6969394683838	17.3223972320557	17.2603034973145	17.8323535919189	19.0346736907959	17.21653175354	17.4839382171631	17.1851425170898			0,980865791439061	0,990680657951285	0,0102993647257463	0,0245899734730467	O00743
18.5693664550781	16.8910064697266	15.8262977600098	15.4852781295776	17.4753532409668	17.9230556488037	15.9514951705933	18.1841430664063	19.1023426055908	16.7495040893555	18.4902057647705	17.0914459228516			0,431225896939795	0,897696625189319	-0,566463152567543	-0,820186000778063	O14497
18.7980804443359	17.6477928161621	19.274206161499	18.5830345153809	15.7233772277832	18.2078533172607	17.9340267181396	18.1374282836914	19.3120365142822	16.6276168823242	17.0394344329834	17.7981071472168			0,725969377455613	0,941377826525218	0,230949083964031	0,360503116908156	O14561
18.4657783508301	18.0726718902588	16.0446147918701	17.0004959106445	18.5904483795166	20.9881439208984	17.5068511962891	18.5906829833984	19.4479484558105	19.795259475708	19.25217628479	17.7033081054688			0,521961128319377	0,903095381138718	-0,522345542907715	-0,663582383503586	O14579
18.5993804931641	18.2593994140625	15.5076103210449	18.61940574646	16.4207878112793	17.4970321655273	17.6240386962891	18.1964168548584	19.4890651702881	17.1200904846191	17.2137660980225	18.1046447753906			0,470081708851836	0,897696625189319	-0,474067687988281	-0,750782056298817	O14602
18.8292579650879	17.8768062591553	17.9614124298096	15.7697620391846	15.3437957763672	17.0394039154053	16.8348217010498	18.1401920318604	18.4344081878662	17.0060939788818	18.0961265563965	16.1635074615479			0,652145121817223	0,931045744144814	-0,309118588765461	-0,464634046536221	O14646
18.6712799072266	15.6860666275024	16.0799331665039	15.4280624389648	15.9793567657471	17.2645511627197	16.1660957336426	17.8428440093994	18.7000846862793	16.2994842529297	17.4366188049316	16.2999839782715			NaN	NaN	0	NaN	O14662
18.4814262390137	19.6944580078125	19.1271152496338	19.6322917938232	19.6820526123047	18.6749362945557	19.2795886993408	18.5227870941162	19.3127021789551	19.5331649780273	19.3506031036377	19.3512630462646			0,971590605636099	0,989149472003016	-0,00963815053304273	-0,0365146831664935	O14737
18.6844043731689	19.376895904541	19.3534202575684	19.537260055542	19.8606338500977	20.2788314819336	19.2116222381592	18.0447082519531	19.6798267364502	19.3503894805908	20.0163593292236	19.5190162658691			0,561810668182349	0,916544308032473	0,21158727010091	0,600069483376568	O14744
20.8820209503174	20.2681713104248	20.56858253479	20.4507274627686	20.4395790100098	20.6625480651855	20.4299030303955	21.1101512908936	18.8992366790771	20.8541126251221	21.3026218414307	20.2612724304199			0,853558075622239	0,955199783227654	0,0690552393595389	0,189413477665895	O14745
19.2618732452393	15.6829996109009	15.3133983612061	14.9504699707031	16.3776893615723	17.4782161712646	16.4564743041992	18.5404376983643	19.6306324005127	17.1773681640625	17.3492908477783	16.2556934356689			0,239359233539447	0,897696625189319	-1,05754168828329	-1,25114692263579	O14757
18.300802230835	17.1998310089111	16.9022846221924	16.5383892059326	16.6728630065918	17.2015438079834	16.9222679138184	18.2453384399414	20.0490951538086	16.9944114685059	17.5537395477295	15.6179294586182			0,532757046576836	0,906953128223658	-0,427844683329266	-0,646105848153781	O14776;Q5VWI1
20.596076965332	20.7714233398438	20.5875873565674	20.8403358459473	20.7955780029297	20.7935733795166	21.1418285369873	21.6966457366943	21.7846851348877	20.8145847320557	20.6137142181396	20.9156227111816			0,0582810342682371	0,770830027147727	-0,43041769663493	-2,13749000495831	O14818
20.2682971954346	19.5525989532471	18.5823593139648	19.0510711669922	19.0535640716553	19.4408168792725	19.5160160064697	19.4815330505371	20.1214408874512	19.7332134246826	19.1524524688721	19.6389064788818			0,318034376835146	0,897696625189319	-0,282475789388023	-1,05090604414735	O14929;REV__Q7LFX5
20.947509765625	20.4331836700439	20.1929187774658	20.4116992950439	21.1245517730713	20.9070301055908	19.3572845458984	19.4403686523438	20.1253490447998	19.1316318511963	19.8094310760498	19.3712730407715	+	Syn_Cond1_Syn_Cond2	0,000328246212409138	0,0121771338798609	1,13025919596354	5,34000052134079	O14950;P19105;P24844
18.5510292053223	14.9945449829102	16.1106929779053	16.2908458709717	15.9236488342285	17.695276260376	17.1297931671143	17.3387031555176	19.7850818634033	16.4586410522461	16.8137035369873	17.173038482666			0,260135123181864	0,897696625189319	-0,855487187703453	-1,19372421081472	O14974
18.6432723999023	14.5925674438477	17.026575088501	16.2969417572021	17.1445293426514	18.0927829742432	15.9710474014282	18.3741397857666	20.0754280090332	16.1377048492432	18.0110416412354	14.91481590271			NaN	NaN	0	NaN	O14976
18.2722263336182	19.7907772064209	16.1036834716797	18.6174983978271	20.217098236084	18.004997253418	20.4824562072754	17.5537548065186	19.3079776763916	16.3661193847656	18.4468746185303	18.9828281402588			0,9792376670031	0,990680657951285	-0,0222883224487305	-0,026682852271895	O14979
18.6740493774414	18.9182224273682	20.1795101165771	19.0043430328369	18.654935836792	18.6436214447021	18.5062522888184	17.9722843170166	19.0734481811523	18.4401473999023	20.6510314941406	18.6809215545654			0,787435666179878	0,945876363925339	0,125099500020347	0,276981098716152	O14980
18.5521297454834	15.2194032669067	15.0053615570068	17.0928802490234	16.7169647216797	17.5791759490967	16.5936031341553	18.4066314697266	19.5528373718262	16.2520923614502	17.5623931884766	15.5343227386475			0,468703414703291	0,897696625189319	-0,622660795847576	-0,753178851455649	O14981
19.0319328308105	15.6908416748047	15.8298406600952	16.1006870269775	15.8661842346191	17.9953670501709	15.6481056213379	17.9147243499756	18.8071975708008	17.0785350799561	17.5937538146973	15.6461133956909			NaN	NaN	0	NaN	O15042
18.6128711700439	19.7331275939941	19.9103164672852	19.3695697784424	19.2915687561035	19.2119884490967	19.5893592834473	18.7081146240234	20.2897510528564	19.4882431030273	19.1040802001953	19.8047199249268			0,634645380536427	0,929400581702438	-0,142470995585125	-0,490088246597859	O15067
17.9773502349854	18.9681243896484	18.1510581970215	18.5055084228516	18.694185256958	18.9229125976563	18.5792617797852	18.5875377655029	19.4180717468262	18.8942165374756	17.4233245849609	18.956413269043			0,746182180999423	0,944731091291019	-0,106614430745445	-0,332765556794721	O15143
18.7103748321533	19.4512100219727	19.6336193084717	19.6637477874756	19.1999111175537	19.6748962402344	19.5412826538086	17.4165477752686	19.6019382476807	19.0631294250488	20.494104385376	19.4417266845703			0,776910584780414	0,945876363925339	0,129171689351399	0,291116996216507	O15144
17.8288536071777	18.9206485748291	21.9021034240723	18.9647216796875	19.0814514160156	18.7660980224609	18.992561340332	17.9729290008545	19.2715702056885	18.8878231048584	18.9799404144287	19.1676120758057			0,55240256819087	0,916090656678446	0,365240097045898	0,614825005635761	O15145
19.0467052459717	17.7661285400391	15.6397180557251	17.2531890869141	16.5189819335938	17.6274242401123	16.9777431488037	17.393611907959	20.0907783508301	17.2269649505615	17.6199398040771	17.2866821289063			0,510172889820843	0,902294145834306	-0,457262198130287	-0,68291259296809	O15160
17.9062900543213	19.1895942687988	19.3035640716553	18.7496032714844	18.5515232086182	19.3185539245605	18.933162689209	17.818675994873	19.6788291931152	18.4086360931396	19.278392791748	18.850004196167			0,980910631738747	0,990680657951285	0,0085713068644182	0,0245323350604491	O15212
18.3933067321777	17.1564483642578	16.498254776001	16.4002571105957	16.14719581604	17.266357421875	15.8472270965576	17.6279582977295	19.2410984039307	17.3735885620117	18.5288486480713	16.6342945098877			0,371873415053632	0,897696625189319	-0,565199216206871	-0,93488430013048	O15305
18.1505107879639	18.3934688568115	18.9457111358643	16.1269607543945	18.7170448303223	17.484655380249	19.2351856231689	17.8818874359131	19.9199085235596	18.7369709014893	18.5104904174805	17.8675746917725			0,205330966010469	0,897696625189319	-0,722277641296387	-1,35468696792477	O15347
18.8385429382324	19.9304637908936	20.457670211792	19.4105358123779	19.2360610961914	17.4645156860352	19.9219455718994	18.5998115539551	18.8253974914551	19.1435260772705	17.2301158905029	19.1609287261963			0,479368071993139	0,897696625189319	0,409344037373863	0,734748858751937	O15355
19.3521785736084	18.9902896881104	15.1958723068237	18.9452705383301	16.8312740325928	17.5431308746338	18.6103019714355	19.3354911804199	20.0295562744141	18.1795272827148	20.4329376220703	18.5243434906006			0,097522848753896	0,897696625189319	-1,37569030125936	-1,82781949421045	O15371
18.8699741363525	19.1081714630127	19.4711132049561	19.863525390625	16.4768886566162	17.6125183105469	19.1397399902344	18.3448638916016	19.6771564483643	16.6148109436035	16.811336517334	18.8493843078613			0,664401626042072	0,937434947319101	0,327483177185059	0,446998458231085	O15372
17.9579524993896	15.7594633102417	14.8708515167236	16.2442359924316	15.8880186080933	18.834939956665	16.1063117980957	18.7502365112305	19.1155948638916	16.7460956573486	17.6256504058838	16.5724391937256			0,284511379914402	0,897696625189319	-0,893477757771809	-1,1308465055034	O15392
18.3592967987061	16.4901027679443	17.1334991455078	15.9918556213379	16.695894241333	18.1701507568359	16.8229713439941	18.2747135162354	19.8737392425537	16.5066337585449	18.351806640625	15.6938619613647			0,555315966770235	0,916090656678446	-0,447154521942139	-0,610240639038313	O15397
18.3360614776611	20.1777248382568	20.7331733703613	15.6499128341675	15.785192489624	17.8632335662842	20.4460067749023	18.465030670166	20.1849117279053	20.8745937347412	17.4901161193848	20.7237911224365			0,152890794307763	0,897696625189319	-1,60652526219686	-1,54704352619898	O15511
18.9181690216064	20.5506038665771	20.7662048339844	20.5846462249756	20.4478187561035	19.9163188934326	20.7502899169922	18.9586219787598	18.8858070373535	20.7891235351563	20.0278167724609	21.0317440032959			0,802455365934631	0,945876363925339	0,123393058776855	0,256911950307053	O43143
17.9728927612305	15.5474414825439	15.2433223724365	16.5894908905029	16.4393939971924	17.1317729949951	16.6031513214111	18.9879341125488	18.3459224700928	16.5630397796631	17.9737892150879	15.574275970459			NaN	NaN	0	NaN	O43148
17.6708240509033	16.5223503112793	15.7075157165527	15.7896108627319	20.1268272399902	17.6461944580078	15.1533937454224	17.7853736877441	21.3235034942627	17.1148090362549	17.5319976806641	16.8328857421875			0,730068319307224	0,942487486812382	-0,379773457845051	-0,354854573401205	O43169
18.1474342346191	17.0481204986572	15.6046886444092	15.9286870956421	15.9187517166138	18.2159538269043	16.0967102050781	18.6405448913574	19.2960262298584	17.0017604827881	18.4484405517578	17.259521484375			0,182559883773008	0,897696625189319	-0,979894638061523	-1,43232356277297	O43172
19.7423095703125	20.9737682342529	20.8740463256836	21.0118408203125	20.8392887115479	20.6061611175537	21.247407913208	20.6573505401611	19.652551651001	20.6651439666748	20.7694187164307	21.0502624511719			0,997703427935557	0,997703427935557	0,000879923502605351	0,00295107459236222	O43175
17.9099903106689	19.0153617858887	18.6094551086426	18.9271240234375	18.5082130432129	18.2653732299805	18.9948329925537	19.3070659637451	20.1176319122314	18.7395267486572	19.9223098754883	19.390625			0,00970698735551295	0,217122467172576	-0,872745831807453	-3,1867844935687	O43242
18.9004230499268	18.9281368255615	15.1589851379395	15.8904838562012	16.3897438049316	17.2825832366943	18.4280071258545	18.5848922729492	18.9550189971924	16.9072189331055	16.7049808502197	18.5649394989014			0,243434596357602	0,897696625189319	-0,932450294494629	-1,23957366468343	O43252;O95340
18.4245281219482	13.95143699646	15.3968324661255	16.8570137023926	16.5971012115479	16.0469913482666	15.6639709472656	18.3967113494873	19.1192855834961	15.9867582321167	17.6446571350098	16.589111328125			NaN	NaN	0	NaN	O43290
17.7897930145264	18.807315826416	18.023509979248	18.5620212554932	18.1114654541016	17.6776390075684	18.1838550567627	18.5034599304199	19.1618938446045	16.9054832458496	17.0996608734131	18.6018371582031			0,836632973497165	0,952889395774439	0,0859257380167655	0,211647907296827	O43324
21.4596157073975	21.3926830291748	21.1013851165771	21.0117740631104	20.945348739624	21.2756729125977	21.3807392120361	21.0106468200684	20.0256156921387	21.1171092987061	20.9825592041016	21.3220119476318			0,327471486594938	0,897696625189319	0,224632898966469	1,02956792847044	O43390
18.6209831237793	18.2869644165039	18.7042713165283	17.8533058166504	16.0489711761475	18.776517868042	17.1307048797607	18.4069862365723	19.3884925842285	18.4448909759521	17.3754482269287	18.460277557373			0,783679397999133	0,945876363925339	-0,152631123860679	-0,282018933351894	O43396
17.6226253509521	17.6263408660889	14.6183090209961	17.9093246459961	18.2727146148682	17.7265300750732	17.783576965332	18.6015396118164	19.3324851989746	17.9686336517334	17.4820251464844	17.6894760131836			0,198161865231245	0,897696625189319	-0,846982002258301	-1,37830767474432	O43399
18.6662349700928	17.7965049743652	18.8961772918701	17.8082847595215	17.8859882354736	17.7385215759277	17.636962890625	18.2790813446045	19.1581382751465	17.1052341461182	16.8325977325439	16.8968486785889			0,288210889524663	0,897696625189319	0,48047478993734	1,12167798161899	O43447
19.1418800354004	18.9482040405273	18.6084365844727	18.523323059082	18.8139972686768	17.2853946685791	18.501636505127	17.800422668457	19.4980945587158	18.9214134216309	16.6007671356201	19.0585479736328			0,763405644953184	0,945876363925339	0,156725565592449	0,309348915138361	O43488;Q8NHP1;O95154
17.7961273193359	17.058126449585	15.2643518447876	16.0759906768799	16.8900871276855	17.2457180023193	16.0453758239746	18.7467861175537	19.3869190216064	18.7576065063477	18.3203525543213	16.6785011291504			0,081374949913345	0,889566922398613	-1,26752328872681	-1,93781455341716	O43504
17.7196502685547	17.7633399963379	16.8719272613525	17.4008693695068	17.0503082275391	18.5922527313232	17.3131675720215	17.4585418701172	19.3346710205078	15.7654943466187	18.1284732818604	17.491325378418			0,977469528454761	0,990493772671346	-0,0155542691548689	-0,0289558586965072	O43592
18.3946018218994	17.5527362823486	17.2218055725098	17.5117244720459	17.5590152740479	16.8040046691895	14.5013074874878	18.2069149017334	18.7691059112549	17.5017929077148	18.0010299682617	17.5230140686035			0,892507321870475	0,966040022146873	0,0901204744974784	0,138613353932706	O43615
18.6378173828125	17.9510478973389	17.9914493560791	17.284797668457	17.0362815856934	18.5493106842041	15.5527591705322	18.1899261474609	20.0509986877441	17.0310440063477	16.6830024719238	16.9849224090576			0,486805987096199	0,897696625189319	0,493008613586426	0,722047923283745	O43617
18.2624359130859	14.4265851974487	16.086181640625	15.4268836975098	16.9894924163818	18.0332088470459	15.1202001571655	18.3519535064697	19.586088180542	16.2594203948975	18.0844974517822	16.7604179382324			0,38260378238835	0,897696625189319	-0,822964986165363	-0,913245414701191	O43665
18.4109668731689	17.9276599884033	17.1121616363525	17.8967323303223	17.7535858154297	18.1737270355225	16.0643062591553	18.1472244262695	19.9389667510986	17.8805122375488	17.4511833190918	17.9537296295166			0,961371962732909	0,986064885410981	-0,0268481572469064	-0,0496590439047568	O43681
19.1187381744385	19.1921100616455	20.061351776123	19.7994594573975	19.3957824707031	18.7230758666992	19.4807415008545	17.7456741333008	20.0655059814453	19.0608520507813	19.2758312225342	19.0647068023682			0,488954560192685	0,897696625189319	0,266201019287109	0,718401673518139	O43684
18.6004734039307	20.0054302215576	19.5362396240234	19.8737773895264	19.9095458984375	18.5718288421631	19.7485332489014	18.3633365631104	19.0707683563232	19.2772121429443	19.9293518066406	19.9269104003906			0,936269616820651	0,979412714707159	0,0301971435546875	0,08199377123392	O43707;Q08043;P35609
18.3371486663818	17.1512851715088	16.3841590881348	16.930383682251	16.3635330200195	18.0068645477295	16.211935043335	18.1031970977783	18.8584308624268	17.0149173736572	17.3093204498291	15.731912612915			0,987424197087931	0,992645210687868	-0,00938987731933594	-0,0161605423537136	O43719
17.8894901275635	14.6494112014771	18.8804721832275	16.9807281494141	15.3342342376709	17.8181476593018	15.9485740661621	19.041971206665	18.4699058532715	17.4683017730713	17.1131725311279	16.3054542541504			0,585465232535479	0,918874397877358	-0,465816020965576	-0,563564839152437	O43747
18.2698631286621	19.1030426025391	18.0310211181641	18.976598739624	19.2733726501465	17.3996067047119	19.3738861083984	18.6199169158936	19.5536270141602	18.8370094299316	18.498987197876	19.3063564300537			0,163737307181931	0,897696625189319	-0,522713025410969	-1,503027157129	O43765
18.4441375732422	18.9031848907471	20.9859867095947	18.4061622619629	18.4184627532959	17.118221282959	19.3095226287842	18.7609062194824	20.0168647766113	19.0421371459961	17.5862636566162	19.2845458984375			0,649216105541114	0,931045744144814	-0,287347475687664	-0,468871458909299	O43776
