Name	t00_A_Rep3_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR9	t00_B_Rep1_OR8	t00_C_Rep1_OR8	t00_A_Rep3_OR9	t00_A_Rep1_OR9	t00_B_Rep2_OR8	t00_B_Rep1_OR9	t00_B_Rep3_OR8
P18754	NA	16.878055469883165	18.19582890630302	17.616217038900842	17.959731147459596	NA	NA	NA	NA	18.48430283023601	NA	16.17314443527995
P18858	NA	17.68131799315846	18.511039436902468	17.268448192727334	NA	NA	17.958187607168174	NA	NA	17.92818300432898	NA	17.720924382134992
P18859	NA	NA	17.565769613921635	17.044222670807986	NA	NA	NA	NA	NA	NA	NA	17.709642632265915
P18887	NA	17.67546501159676	17.812242179407342	NA	NA	NA	16.97870188082702	NA	NA	17.485318510087964	NA	17.5407180705575
P19174	NA	16.89342721018044	NA	NA	16.614137919811014	NA	NA	NA	NA	NA	NA	16.02600899019581
P19338	22.538609296261935	22.761632622804257	22.933226744147383	22.87325594588528	22.683271863089946	22.824915297643287	22.953057821143535	22.926162961017628	23.001545741829	22.46906018556323	22.65198776153141	22.93884314422662
P19388	NA	16.790393960790503	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.668576558746683
P19404	NA	NA	NA	16.579389791623836	NA	NA	NA	NA	NA	NA	NA	17.208969129820737
P19623	NA	19.596633682214105	18.80579535961908	19.086944662447355	19.66370356623482	18.93097046001447	19.468433060734533	NA	NA	19.569174979855042	18.45878105991972	19.47820670885553
P19784	NA	17.86887452733152	18.286090444840433	17.764952707478056	NA	NA	16.835687645184066	NA	NA	17.35674555592592	NA	17.21988722128588
P20042	NA	19.46409532416402	19.460467024742922	19.252321441204366	18.95844683179595	NA	19.518851472980916	NA	NA	19.16118235263322	NA	19.218355418634317
P20290	NA	17.35159642126362	19.412548450685563	18.83046512288552	NA	18.913336530575766	NA	NA	NA	18.72291614495569	NA	18.29577631019188
P20340;Q9NRW1;Q14964	NA	20.066770066302052	19.43126827758457	20.027231220962204	19.639301191646386	NA	19.95654257273579	NA	NA	19.67060818889297	NA	19.891982760142575
P20618	21.41360731458806	20.078740721114652	19.844021286583004	20.361618128586745	21.044830513721312	21.370767222626068	19.25681250574176	21.212214166812295	NA	20.685063110491946	21.281029425246853	20.078069917892734
P20674	NA	19.103982147103384	19.606402054840053	19.47573521196997	19.09872453022516	NA	19.14233375102979	NA	NA	19.206515415178075	19.053763022036836	19.128969807755517
P20700	21.237591959999904	21.702941583467066	21.808418810755253	21.92559508854513	21.63292973231876	21.347041461387988	21.679199783383236	21.580442698587685	NA	21.718670384655105	21.75205153430287	21.910860411825595
P21127;Q13882	NA	16.589388892355473	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21266	NA	16.6330363339457	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P21281;P15313	NA	18.125977214773247	17.499158196458286	17.769225095304574	NA	NA	17.8557718912274	NA	NA	NA	NA	17.321176753880742
P21283	NA	17.14140038214261	NA	NA	NA	NA	NA	NA	NA	17.222440299246024	NA	NA
P21333	19.84161722530323	22.512477000192217	22.36808363512494	22.39258661932094	22.115380277304872	22.241298934295905	22.68864435798033	20.448504461857645	22.28390367143455	22.41481080441502	21.202202411475657	22.677705933187717
P21399	NA	17.049209928645688	18.534438428314235	NA	NA	NA	16.964367118904352	NA	NA	NA	NA	17.407656894280514
P21796	20.729983475832334	21.22098322984365	21.20484410531511	21.335786073624075	21.233783510365345	20.5447663756368	20.998981814830092	21.323056481370756	20.940749419312112	21.081083588677416	20.864838231351637	21.102381540477825
P21912	NA	18.473356522369727	18.405311323776903	18.140991263650488	18.174165788822375	17.64306755023328	17.972692109145598	NA	NA	18.423646281674593	17.811556424853123	18.15726216011958
P22061	NA	18.624111276893085	17.79716480949949	NA	NA	NA	NA	NA	NA	18.5174865688206	NA	18.098670721090844
P22087	19.277032993978228	17.411509590257193	19.292529591750963	19.87482872871216	19.439076566295586	19.840825058367702	NA	NA	NA	NA	19.62624135109462	NA
P22102	21.63142157470429	20.928352698585744	20.74375693719059	20.860480833014186	20.845776357011335	20.921470291148538	20.53609982773654	20.264173154681863	20.640695126911695	20.96818802996257	20.883713400555067	20.442599515461048
P22234	22.65724157100032	22.728868080471823	22.378981696564058	22.530944742363687	22.655148349130574	22.749013583419053	22.59471445984237	22.284878051797712	22.28052518136439	22.993566240780595	22.416329639899132	22.906146355020685
P22307	NA	19.457912440482794	19.660049386035535	19.24175990345816	19.27041192828158	19.732330079873154	19.66852113836228	NA	NA	19.494621606384236	20.643318561439205	19.71386740845458
P22314	22.339584781165204	21.675969428381194	21.421519123524973	21.895612650820812	21.828425134863195	22.005494036836502	21.491734391271493	22.09323585212889	21.725135796026578	21.976373012254207	22.10298542331759	21.817453732797375
P22392;O60361	23.105860913699946	23.112554973831568	23.134764618788754	23.428282356865832	23.211275020247207	23.211631891875182	23.44231716768726	23.04536800357727	21.436910742039416	23.02380868270378	23.092655121794138	23.3680062027327
P22626	22.871006246582276	23.233378956304737	23.37856999789796	23.50997424685891	23.195364791505014	23.04937212290339	23.434336620750404	23.546842712425814	23.38661754827678	23.347365831516015	23.07470904832462	23.473115941984112
P22695	NA	18.508048528561222	18.068074224586745	NA	18.214680639067808	18.275433999522466	18.203068885348646	NA	NA	18.546297569304976	NA	18.484307230830645
P22830	NA	16.994350257359983	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23193;Q15560	NA	18.272172379109232	17.991472439797455	18.382684334364964	18.72870113668568	NA	17.814109177305443	NA	NA	17.98860883996239	NA	18.482479781334103
P23246	21.721151992817003	21.35700319169907	21.873085621325814	21.6568002707783	21.476345196341807	21.407439786462756	21.423064349658624	NA	20.352669860045303	21.787389894374797	21.566684105080544	21.61227428228645
P23258;Q9NRH3	NA	17.178807184625537	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.942818491898624
P23284	21.119385906003032	20.8568151351283	20.871696692345342	20.919834676612098	20.803322240417934	21.035529982445965	20.843674832513262	20.813023770237493	NA	20.823014769765173	20.94067098137743	20.80722422852921
P23368	NA	19.269354797898146	19.24032924004059	18.96093069574447	18.744435325709578	NA	19.218593632066607	NA	NA	18.771473513239442	NA	19.163928749720057
P23381	NA	19.30639607629718	NA	18.276489265756105	18.72107907471393	NA	19.295607307493793	NA	NA	19.329966174821017	NA	19.351320507984344
P23396	22.30431598209022	22.410790032149194	22.66961754264897	22.422752509384324	22.215236768726008	22.31633805168193	22.57051882078062	22.16207237647894	20.651820240190816	22.493534801168728	22.007497983442565	22.456145132257564
P23434	NA	17.49599384819849	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P23526	21.793314695304815	21.83450217464718	22.24751662503983	21.972113869204605	21.761967029754736	21.523973622711942	21.85007572118404	21.27385527487147	NA	21.61241301967074	21.578263346308493	22.012107761256168
P23528	22.939066921975435	22.997645336921565	22.695734438710723	23.15886274723355	22.996249273587857	23.160900272074525	22.863780609622335	22.754315453019252	21.881452235628345	22.985185109081826	22.74562922944305	22.912610965837715
P23588	NA	17.411888160948937	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.52015569767961
P23786	NA	15.440862496400111	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.302205161638083
P23919	NA	19.10431011220299	20.363878053959102	NA	NA	NA	19.82394666408976	NA	NA	NA	NA	NA
P23921	NA	18.74246597604291	18.112522501110256	18.621058479851474	18.85466855194019	NA	19.019085701402197	NA	NA	NA	NA	18.92072061900397
P24534	NA	20.01063843627173	21.022726739276628	20.650375922179055	19.897625132156506	20.081155747270056	20.614083016203914	20.320691917047867	NA	20.47123069071855	20.20297516466287	20.671202789190435
P24539	NA	18.021644016093383	NA	NA	NA	NA	18.35360981276011	NA	NA	17.54857927935665	NA	17.785649900050167
P24666	NA	18.465354260242613	18.357019034696133	18.474115028619448	18.72066592194184	18.45561083624944	18.742061095886616	NA	NA	18.755144770530123	NA	18.944202265950967
P24752	NA	19.194360984991587	18.698293507059308	18.9960677318148	19.1516356942793	18.512954085515183	19.186182552663453	NA	NA	19.820865543323315	NA	19.600281910132132
P24928	NA	17.334524787308272	18.267088152557637	NA	NA	NA	16.361637132171808	NA	NA	NA	NA	16.95878924559015
P24941;Q00526	NA	16.20184560167595	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P25098	NA	17.846419676503825	19.210753711352254	17.739179255457643	17.843232408336647	NA	17.65889288575248	NA	NA	17.737678673342906	NA	17.4948459229194
P25205	21.1585232333016	21.274318394498568	21.269332831766825	21.338899727894052	21.369163272661883	21.375176459190605	21.188076390472574	20.728142921854904	20.00521029816388	21.15100218810604	20.95950047133337	21.146987858567464
P25398	20.6986382346993	21.70799859715003	21.89433677333448	21.9100141465856	21.827905755853376	21.478494531084316	21.77249359608539	21.371717362768095	22.904236610052457	21.745411341750966	21.77948517538683	21.884325945635595
P25685	NA	19.74496217095993	19.497869906644766	19.660967243138355	19.350970044387342	19.720017302715362	19.624203949802425	NA	NA	19.982230659901767	18.840665921476436	19.974476788660297
P25705;REV__O00522;REV__Q9Y5A7	22.6825581296396	22.94267000141019	23.183201811558117	23.20504751896847	22.844848572470717	22.6544078681194	23.108170129794438	23.062413806745795	21.1931277729118	22.73737948783799	22.97710208977083	23.074741390716294
P25786	20.3801535899865	20.421639897216235	21.270442767997054	20.51558359903814	20.66629826172698	20.242621779648893	20.77268836799924	21.259892349819197	NA	20.332898813971553	20.370916714875662	20.74165180287051
P25787	NA	18.156886279572923	19.939415801548922	18.724279704206662	NA	18.595075132359234	18.893373312795624	NA	NA	NA	NA	16.968831500237545
P25788	19.72532488587231	19.971110072085093	20.2195155109462	20.48731616287125	19.99138736256722	19.769770015970458	20.201333555712907	20.187019528055483	NA	19.79409701106171	19.744582597653753	20.361133383515323
P25789	20.393386632607328	20.11302069735781	20.15787507685003	20.479845817801706	20.258246185126307	20.41502751816289	20.194952762291187	19.984101318142457	NA	20.668907150649495	20.277298774743095	19.980019123579314
P26038	22.949275952879024	22.727728165714108	23.465336316586452	23.095904887478053	22.891956172211614	22.48096259474219	22.73620044446537	22.534464495637838	22.190387122559052	22.572510266947774	22.798178439284968	22.618354648494442
P26196	19.77189825586106	18.99639636491787	18.679632412039005	18.99696519240058	18.68997060576453	19.083150777836735	18.998875260301375	NA	NA	18.85747187973945	18.74562440799614	19.06273610935543
P26358	NA	17.088672520201115	NA	16.450461242474564	NA	NA	16.98678362344347	NA	NA	NA	NA	NA
P26368	21.43119595791173	21.0222144130331	20.553894915864266	21.256756132900755	21.36333019173495	21.45620390898951	20.702778067138183	21.08885453062352	20.606024584138908	21.421943697732345	21.160208619305124	21.201408936895106
P26373	21.367290346847067	21.813379820261826	22.397971694211353	21.92855578110948	21.895277848577628	21.618557824601666	22.099702377028642	22.044519830618327	NA	21.766452872005665	21.676827691594415	22.010292282146196
P26583	21.383321136526895	22.05926786043386	22.78924528751404	22.416947397761486	22.646360836412086	22.06308271416524	22.665104836921124	NA	NA	22.149462787801113	NA	22.570099479887222
P26599;Q9UKA9	21.67019230927493	22.302869176332152	22.083160904228308	21.977531897637007	22.122825787601577	22.218858226170415	22.208665541729083	21.269667664917787	21.286151610739935	21.88415939200859	21.72897179217127	22.276686276165524
P26639	NA	19.787639765697094	19.77432737297519	19.68893740223949	20.02997041952749	19.672870500471557	19.716888024677047	19.364437461235273	NA	19.916413842873794	19.644001601793267	19.8661690178304
P26640	NA	19.15070731691563	17.85920956398624	18.46965501761917	18.217562854786866	NA	18.535365351436653	NA	NA	18.19657968883135	NA	19.135041254477798
P26641	22.687371437204995	22.740368693154217	22.631381563078477	22.693625108833444	22.625385522226583	22.794211378427168	22.82089471795803	22.531588699546486	22.089053129131862	22.88800470770297	22.556248701943613	22.81259429104404
P26885	NA	NA	17.643833034147196	NA	NA	NA	NA	NA	NA	NA	NA	NA
P27348	22.135912635242278	21.684533307004028	20.978993201649057	21.477022253128812	22.733517082886927	22.85502260472713	22.06462565049132	23.258495097848808	23.650107065910092	22.15699020332152	23.026929253060953	21.906465837702697
P27635;Q96L21	21.299713156083868	21.01120070781151	21.1010516191565	21.51762227522675	20.827985672487706	20.58849415541921	21.395959632945257	NA	NA	21.1343513558024	NA	21.18529122196447
P27694	19.98208256001947	20.229384165354286	20.016588023506216	20.06273175099502	20.076321112403534	20.628812429803368	20.091699925700436	19.57606678769203	NA	20.304075735518907	19.893389975358424	20.25507857690534
P27695	20.63034526167646	20.777804268213636	20.757991951244318	20.542656075204523	20.457975818300717	20.919569343553725	21.06605665908035	20.984856071371762	21.510101770847243	21.082697666670043	20.454468982812088	20.86293884588222
P27707	NA	18.54196044866976	18.00268299807648	17.891084826677293	NA	NA	18.056067273093873	NA	NA	17.970086901070943	NA	18.609486128181032
P27708	NA	20.54126850858892	20.5411677295461	20.51975269308612	20.445216325457604	20.273235064619232	20.418142252731272	19.568240478008597	NA	19.930536831894102	19.291080687339097	20.285092129792616
P27797	22.63290659289088	22.27121814843873	22.13910048891503	22.481765604301867	22.37108412226304	22.75161755893066	22.296274033624343	22.60540094486948	22.736071273707736	22.41918675966469	22.28541391417191	22.2532934772534
P27816	NA	17.910834937327714	17.890270363166664	18.16703216507451	17.63654793860157	NA	NA	NA	NA	17.997836143921838	NA	18.20444931812521
P27824	NA	20.273589523977762	20.140740156807897	19.63174385681214	19.82739418453792	20.124895002892625	20.31664157808065	19.484350779753342	NA	20.227935396202867	20.013132608854118	20.19683051265246
P28062	NA	17.65411865652413	17.688162784509593	18.421649055483574	17.992785281521027	19.18931473853483	18.63991983101608	NA	NA	17.94406835261323	NA	17.635518713685645
P28065	NA	17.83376067418765	17.661809926527322	NA	17.837972296274213	NA	NA	NA	NA	17.70887083349571	NA	17.8259607911108
P28066	NA	20.748578495210474	20.471840236064132	21.09350715700143	21.14817058028943	21.362151556688826	20.74746207460042	NA	NA	21.164051687600235	20.955337326986367	20.966123158634577
P28070	NA	20.22777239550629	19.263636540910117	19.483944744738142	20.376940623253603	21.17092284086395	20.26740028544032	19.95555733074922	NA	20.61896860724805	20.354823740579818	20.390665059411074
P28072	NA	19.489785081641905	19.362358956506892	19.689358069457576	NA	19.62919682747744	19.5891558702622	NA	NA	19.02782592749734	NA	19.568278885829738
P28074	NA	18.452457593758602	18.47879039876432	NA	NA	NA	18.63001213766447	NA	NA	18.825808612241893	NA	18.430624589240445
P28161	NA	17.187412370412428	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.41948495001142
P28288	NA	16.866390595172376	NA	16.568951913656356	16.80099540428392	NA	16.872675811147527	NA	NA	NA	NA	16.836192925911636
P28331	NA	16.686709377067917	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P28340	NA	17.38922696429591	18.292311044639995	17.29540356126804	NA	NA	16.982263426406085	NA	NA	NA	NA	NA
P28482	NA	18.354514064110553	18.742189676790954	NA	NA	NA	18.661890747202634	NA	NA	NA	19.018282412044915	NA
P28838	NA	19.167843538250075	18.702049583693054	19.244235767925463	19.147722448880437	NA	19.180133704596237	NA	NA	19.016223682563542	20.116478560503534	19.173658890424047
P29017	NA	15.571824400711964	16.53049320819305	NA	NA	NA	NA	NA	NA	NA	NA	NA
P29083	NA	NA	NA	16.04312770998644	NA	NA	NA	NA	NA	NA	NA	NA
P29144	20.349460727034124	19.353055980250993	17.992979395882575	18.900184457636392	18.98589671295684	NA	19.37104503169779	NA	NA	19.974183292203016	20.13592919205649	19.175851526078166
P29350	NA	17.392913580546193	NA	NA	NA	NA	17.272015005795286	NA	NA	17.954261318331056	NA	17.328316298522996
P29401	22.18881466224186	22.699398850397824	23.029314886940586	22.991807385102934	22.659465980719638	22.71436962224578	22.899590024972937	22.59274372975954	NA	22.815676440276057	22.621125824492374	22.86919894487905
P29692	21.497234192749744	21.383592464276212	21.48337340020294	21.689467422845546	21.66598535632718	21.267658046233702	21.46291060109033	21.404112123638264	NA	21.584339922312004	21.57066305382123	21.501403125052477
P30040	18.966424561897522	19.44987911549315	18.97797442112449	19.008932216841213	18.88985230930881	18.512734807621843	19.177052655009298	NA	NA	19.1235905677447	18.710485455117645	18.96198961320647
P30041	20.484810720449246	20.7106935690559	20.520978189702237	20.69998539659344	20.381521650140215	20.071421907191453	20.591736942132897	20.630939624561	NA	20.422198703484824	20.279431756156786	20.42724422099332
P30044	20.71149083677136	20.95125778879492	20.496049183840068	20.56877267393345	20.490752988624067	20.909443961429258	20.837208170378503	20.36617640481046	20.36003586699764	20.869909241963107	20.509454188389842	20.847418332485553
P30046;A6NHG4	NA	17.184845060423992	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30048	20.487303988226085	20.3728891033661	20.18025211713272	20.50396042350991	20.009399124680336	20.25918653016625	20.08857409564178	20.032372214803324	NA	20.313454306918004	20.18360224718364	20.148429232468946
P30050	NA	19.896649719237065	19.796825906409943	20.239969132955164	19.851165433398492	NA	20.094694364290056	20.06742914002198	NA	20.568069183908555	19.583527459297148	20.183183216821504
P30084	NA	NA	NA	NA	NA	NA	17.500604412923245	NA	NA	17.748196704017438	NA	NA
P30085	NA	17.9821142738633	18.716716302057502	NA	NA	NA	18.353984749750367	NA	NA	18.071165892250285	NA	18.05178911009768
P30086	NA	20.40946359017144	20.851887537193804	20.83393944191351	21.094106798143393	20.617436572173037	20.580744251301937	21.844811545221617	NA	21.361689216226644	21.39650664266679	20.729905944684415
P30101	21.995886063606623	22.29691200257565	22.16254574100461	22.23600086361299	22.07833802177843	22.4586534520059	22.39694550345478	22.218645210333122	23.291496451712845	22.2332933849127	22.09819773499284	22.432380833206707
P30153	19.324123177717716	20.28974622021409	19.77643839410851	20.458483781181272	20.263810272515652	20.059972123712278	20.221450341726175	NA	NA	20.443258840848323	20.49151098395763	20.736948961201648
P30154	NA	17.416951447240866	17.1313628800385	NA	17.76291203658297	NA	17.134934678706554	NA	NA	17.143672270152287	NA	NA
P30405;Q6BAA4	NA	17.302624215801654	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P30419;O60551	NA	NA	NA	16.762587895052985	17.21287020566999	NA	NA	NA	NA	NA	NA	NA
P30520;Q8N142	19.06443221495829	19.207940628365954	18.560007885409384	19.23753195331785	19.216195741474028	NA	18.915190293778966	NA	NA	19.34394571956023	18.781207863976565	19.136833512720717
P30566	NA	18.36354492557825	18.142171823282222	18.326588488912726	18.24458864475944	NA	18.04000111666861	NA	NA	17.787239436704994	18.080156497443348	18.58375666020983
P30626	NA	17.62326149840715	18.78894711921779	18.03418961336064	NA	NA	17.809195547061588	NA	NA	NA	NA	NA
P30876	NA	17.347248450781787	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.293042082952393
P31040	NA	NA	NA	18.768715624109774	NA	NA	NA	NA	NA	NA	NA	NA
P31146	22.989524550793224	22.769907240290962	23.16284462746301	23.222969971773786	22.89075160796619	22.58140216811813	22.937366994907844	23.312479239254575	23.26890164807113	22.692566455760314	22.896646001562313	22.98172147847404
P31150	NA	18.280612985166922	18.110044664830493	18.160056057261183	NA	NA	18.15553808117784	NA	NA	NA	NA	18.22517884249512
P31153;Q00266	NA	20.328060452407183	20.0301506286802	20.242837885224517	19.943284608261195	20.44991864202829	20.404933966174355	NA	NA	20.46520442814773	20.393247980872346	20.498203617421236
P31350	NA	18.925995677774566	NA	NA	NA	18.600698069653234	18.400383191548915	NA	NA	18.532644380009074	NA	18.945142474747545
P31483	NA	16.733498263131207	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31689	NA	20.011512986225874	19.804156150869368	19.95936885437847	19.926275208573006	19.57419108857626	20.00071222381473	NA	NA	20.026243186565395	19.978448469507462	20.0318310709311
P31751	NA	NA	NA	NA	18.431733096093982	NA	NA	NA	NA	NA	NA	NA
P31930	NA	18.767235674422178	NA	19.100900309199055	NA	NA	18.348392254449514	NA	NA	18.606527805747156	NA	18.57617241262771
P31939	21.777937343197568	22.289411461298673	22.21942930527315	22.301745330541856	22.143104999928852	22.030790557183533	22.218965324360973	21.967618799622553	20.754772030402833	22.164265133346262	22.008904687080392	22.418484721617855
P31942	NA	NA	17.222179598823853	NA	NA	NA	NA	NA	NA	NA	NA	NA
P31943	21.481347001477808	21.62029970616286	21.2561146577436	21.435447138947776	21.58455631486586	21.773105982815856	21.091575022445877	21.51723179236427	22.76243296447094	21.620347282926502	21.47036903419493	21.37037566812825
P31946	27.666240512986953	24.477899385267673	24.345115832743048	25.023332358026288	25.169558232945825	26.734048758246235	25.263545687058233	26.713540074348263	28.088118810941857	25.46270876355019	26.01199461547319	24.845253554048586
P31948	22.779579568805612	22.78624244338654	22.948701890668723	22.75515669870565	22.85433510101391	22.64568477786178	22.913912294608636	22.63078893833499	21.23045986457199	22.918530279564592	22.608323371144287	22.83099991180304
P32119	NA	19.817421937372906	19.888811161689038	19.56576984281744	19.036541557655966	18.642506455396845	20.13646112233273	NA	NA	18.75096045732151	NA	19.410823205457714
P32969	NA	19.896649719237065	20.05071071475841	19.713383799144673	19.493234429144504	20.060902255938153	20.045505373749894	20.14416610906299	NA	19.399376630092554	NA	19.705095319057094
P33176;O60282	NA	19.2798043286413	18.814557217763724	18.965494957175313	19.16821901633959	NA	18.89923683028677	NA	NA	19.505983903047493	19.77375634870042	18.79748831575864
P33240	NA	18.081646548234758	17.025319585956606	17.814726308094865	17.792502405282246	NA	18.04377625057233	NA	NA	17.03357889448916	NA	17.989459523393677
P33316	NA	20.203158535218	19.625317018436892	20.108369023644332	19.96588871301926	NA	19.957502404096214	20.160820580269476	NA	19.9790448311442	19.886986942977078	19.884938547353162
P33991;Q9UJA3	20.4681544010093	20.892857784157716	20.026476307870663	20.71080025264158	20.5355814694934	20.498121820525352	20.813473168523142	NA	20.415009164281663	20.416066090463502	20.6193113615907	20.83172903194652
P33992	19.770261218258124	20.52473663130673	20.715510621015355	20.351659700601477	20.415955147204087	19.918079896290028	20.367459260755695	19.744390921236857	NA	20.69801051482382	20.316127468553884	20.558445728819425
P33993	NA	20.639338480068727	20.326373244986357	20.414990201303052	20.63164839425493	21.398328994423398	20.604661015948896	NA	NA	20.16667183431997	21.568047994687397	20.745149054420516
P34896	NA	NA	16.615951661852097	NA	NA	NA	NA	NA	NA	NA	NA	17.200471253675307
P34897	21.01666850134876	20.976814584866027	21.126773859562288	21.028029687013888	21.024122776729314	20.35843460333111	20.931290354446652	NA	NA	20.95294877010923	20.84427266095717	20.955389635772015
P34932	20.61000127737936	21.490511114780325	21.194472923893137	21.019088298813017	21.305100332993216	21.704827431632623	21.371477195055135	20.397927242090944	NA	21.497848083809153	21.037030304345798	21.505298814719936
P35232	NA	20.18389222331843	19.69826051571386	20.06286162406896	19.754157527646672	20.261015372368096	20.159166063471833	20.149084472218508	NA	20.282439365408422	20.10371537411371	20.418410049893975
P35244	NA	17.94764604567568	18.168749864205044	18.238406132726123	18.444966233863155	NA	18.40931009162566	NA	NA	NA	18.55087840180678	18.223538691321433
P35249	NA	19.318400185865713	18.808884872798036	19.221751993617115	19.040988484099973	19.435323051657022	19.267908848907847	18.938743528469445	NA	18.986127186597656	19.32885013995603	19.172171660996426
P35250	NA	18.670695871858026	NA	NA	NA	NA	18.72402857437671	NA	NA	18.314729491206386	NA	18.950247606891796
P35268	NA	21.89583800032543	21.623346295237408	21.93952500922527	21.736734413160054	21.778542449923297	22.408999383058994	22.616071682968254	23.699553679883635	22.15806234942059	21.909678878107623	22.19938231351871
P35573	NA	17.363075145358895	18.1005399565716	NA	NA	NA	NA	NA	NA	NA	NA	NA
P35579;A7E2Y1;P13533;Q9Y623;REV__Q9UKV3	22.945201005546522	23.025727916872796	22.83501328246542	23.045337176786294	23.271440713640033	22.951509217645636	22.99548138032076	23.001073982847707	23.740454563760785	23.102340861128	23.0870530792937	23.10406934699805
P35580	20.434253512941325	18.780342739519163	18.259103517124263	18.700369462917152	18.9248262470256	18.96021132805107	18.38855676020301	NA	NA	18.87492586263385	19.219927379027226	18.694264384255742
P35606	NA	18.62469929199839	17.553128970230514	18.20767817692074	18.12464214047156	NA	18.098403829937215	NA	NA	18.349469793465822	NA	18.777910267311825
P35611	NA	16.453127243930766	NA	NA	NA	NA	16.145966180097062	NA	NA	NA	NA	NA
P35613	NA	17.43442251361636	17.10552405273609	NA	NA	NA	17.189080751886344	NA	NA	NA	NA	17.253405110715047
P35637	NA	19.786837291682815	NA	19.39383641696523	NA	19.998283808015707	19.354422053119865	NA	NA	19.73416650803685	NA	19.858454326693483
P35659	NA	19.178250962699376	18.290517708447872	18.889884763781808	18.899101658032176	NA	18.81044070279101	NA	NA	18.730019694908243	NA	18.836610243019702
P35754	NA	19.057411907304854	19.388398036169683	19.436339613466238	19.473119287970363	20.246846752130175	18.78897144835231	NA	NA	19.495552502531105	21.047158929598137	18.9833343332066
P35998	NA	20.64135776075122	20.064469753879827	20.240313684572666	19.98093144805006	20.957845422569168	20.564726570107023	NA	NA	20.221854480810684	19.338446930203975	20.640802471230423
P36404	NA	16.816364211576506	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P36405	NA	18.20521306514305	18.01332984939968	17.68566884885629	17.64324867478722	NA	17.863458772136344	NA	NA	17.67379866515497	NA	17.474150860160297
P36542	NA	18.682322568038206	18.253231880270445	NA	18.454729228361327	18.17674743704025	18.053863628569793	NA	NA	18.100729505396394	NA	18.47181165473855
P36551	NA	16.375038079208956	16.216625388935412	NA	NA	NA	16.13458555042295	NA	NA	NA	NA	NA
P36578	22.721344557558464	22.51936664288184	22.846408742019324	22.777467014594563	22.64527279686137	22.721360543461284	22.75528929254214	22.394469843187416	21.239271004793515	22.453150729750185	22.74208111239888	22.54229509883955
P36776	NA	18.301643957540133	18.56084276789291	18.143105679297058	18.042559582090238	NA	17.896493954585825	NA	NA	18.373257449567646	NA	18.321815651655186
P36871	NA	19.03266474260173	18.961052961959204	19.014771297913512	19.02858027195328	NA	18.871366848371306	NA	NA	18.32340593257183	NA	18.803295044306264
P36915	NA	18.263975701369993	17.800180619006365	18.2649301926351	NA	NA	NA	NA	NA	NA	NA	18.060134774100437
P36957	NA	NA	NA	NA	16.310855256380528	NA	NA	NA	NA	NA	NA	NA
P37108	NA	18.966710549250724	18.00897413941386	NA	NA	NA	19.122517934479422	NA	NA	19.33651836820482	NA	19.029955546274643
P37235;P84074;P61601	NA	16.112475785878388	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
P37268	NA	18.590894261043644	18.077743798592742	18.320561623619923	17.94052273364789	NA	18.30720655904888	NA	NA	18.82907409321868	NA	18.438736718333622
P37802;Q9UI15	21.202156519952958	21.09049462796382	21.01161834914355	21.24627287503984	21.265463520676636	21.68306910084311	21.162499573879266	20.765957097677884	21.07885507921435	21.35438495551226	21.21305321505089	21.39653997536999
P37837	21.430901620454645	21.341437322079436	21.44648175325051	21.40375499730007	21.366579816389955	21.41918674743298	21.311824561782874	21.420767218449058	NA	21.234803999647916	21.215909830896255	21.46055164209311
P38117	NA	18.347881697819666	18.557864018418414	18.81466461095624	18.40026074198859	NA	18.929879842699954	NA	NA	18.389373832312607	NA	18.594442028550116
P38159;Q96E39	NA	20.00035403269634	20.869427670479507	20.472141022863703	20.193970269345076	NA	20.055273324036147	20.620150996210167	NA	19.885232674414745	19.827023313517767	19.62235369773316
P38606	NA	17.94492802225928	19.742045659317323	17.855781252718714	NA	17.53544940174755	17.79041887073412	NA	NA	18.250053640784287	NA	18.182667457851785
P38646	22.64119965300709	22.604488288819173	22.287976980507196	22.46454232608017	22.574374302024527	22.653587653669593	22.576354856136025	22.281682429526064	22.127797095281842	22.945357064437857	22.323284849223217	22.774304926456157
P38919	19.846780765189713	19.827247367228978	19.938857429005562	20.127991028500585	20.080217929953253	19.85879290208402	19.989896466895512	19.711443870421366	NA	20.042921927712023	20.305177168993342	19.979884197692762
