Name	t00_B_Rep3_OR9	t00_B_Rep3_OR8	t00_C_Rep3_OR8	t00_A_Rep2_OR8	t00_C_Rep2_OR8	t00_C_Rep2_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR8
O15067	19.486395571333695	19.807862851569723	20.308846650925965	19.466037713996144	19.732074007537587	19.566381530936408	19.369703659853183	19.48908200515507
O15143	18.648605877878897	18.959555791988404	18.609133302571355	19.0787206400809	18.967071248777074	18.811589191382755	18.505643000682607	18.89505489013728
O15144	19.53874891609506	19.444869227248997	19.541119737822367	19.2284415842622	19.45015560155323	19.893752564157094	19.663881260132758	19.063967008509287
O15145	19.078998311714955	19.170753825226583	20.983090948431435	18.682628052976135	18.91959378356656	19.25942057003077	18.9648557172342	18.888661822285442
O15160	17.143603733872588	17.289823818782835	NA	17.397037859068973	17.76507411133148	17.298167905004085	17.25332328117706	NA
O15212	18.59632610610501	18.853145780569662	19.361111117525592	18.821921089048054	19.18853965728959	19.136585238503468	18.74973758259917	18.409475195864182
O15305	NA	16.637436098681412	NA	NA	17.155394888216073	NA	NA	NA
O15347	NA	17.87071698316929	19.17513789409292	18.764969030596344	18.392414902400557	NA	NA	18.73780980359576
O15355	19.875628216761662	19.164071268617143	19.99176313408374	20.527735841301965	19.929410780804705	19.186718606814868	19.410669897644087	19.144364898352983
O15371	NA	18.527485615633356	NA	18.08638510857563	18.989234940732764	19.112099579371737	18.94540473823791	18.180365149468557
O15372	19.616291874368965	18.852526895376098	19.41723279989517	18.965443399290333	19.107118187521934	19.522228625518213	19.86366007256938	NA
O15392	NA	NA	NA	NA	15.758409173793984	NA	NA	NA
O15397	16.09711206967931	NA	17.45821005316326	NA	16.489049712773827	NA	NA	NA
O15511	20.226230999014607	20.726934378153125	NA	NA	20.1766701220831	20.167588284180038	NA	20.875432526324616
O43143	20.795490851173493	21.03488659634705	20.652216010985825	20.33293407155814	20.549549966626923	20.775285450509624	20.584779540980172	20.789961085646866
O43148	14.936356154107386	NA	NA	NA	NA	NA	NA	NA
O43172	NA	17.26266288816395	NA	NA	17.04706682960882	17.65762625265254	NA	NA
O43175	20.9969091434162	21.05340569030144	21.219664678511993	21.157378609014057	20.972714742729572	21.102351397244032	21.011975793158737	20.665981488702677
O43242	18.69631470335364	19.393767565174855	18.911256162963536	18.78536366710926	19.014307988822587	18.693994228662365	18.927258104857522	18.740364464146353
O43252;O95340	19.099036583556988	18.56808144201322	NA	NA	18.927081974744734	18.76031851392137	NA	NA
O43290	NA	NA	NA	NA	NA	16.05950727038034	NA	NA
O43324	18.667432441966024	18.604978848984782	18.25821593039004	18.200647360081685	18.806262550031843	18.710751205551944	18.562154500832527	NA
O43390	21.266682781990806	21.325154609628	21.387454021058918	21.180088466933064	21.391628174931267	21.394159658327503	21.01190852680876	21.117946956303577
O43396	18.470164629544342	18.463420736284437	18.82598974679628	18.005679356259638	18.285909866464422	18.43489584878701	17.85344072488181	18.445729398837287
O43399	18.167139248333374	17.69261871182022	17.8455874246815	17.848235619905353	17.62528706753754	17.76914500693092	17.909458171081685	17.969472833870704
O43447	17.63578063113301	16.899991397112924	17.970340686433016	17.33741217667729	17.79545146445109	17.963496679586534	17.808419569633685	17.10607254376962
O43488;Q8NHP1;O95154	18.883844460071654	19.06169103829892	19.791606471607732	19.06166835381936	18.94714986585602	19.02343546796374	18.523456855932317	18.922252732017505
O43504	NA	16.681643571736767	NA	17.789420500454295	17.057073104475613	NA	NA	18.758444726988095
O43592	17.23714450171201	17.494468165057828	16.84061539790329	17.879653649471212	17.76228595006063	17.24703609029357	17.401004386284036	NA
O43615	17.493484254971793	17.526155670300213	NA	17.927013302649808	17.551681639103947	17.49495430181841	17.511859139921413	17.502630903059377
O43617	NA	16.988064837616232	NA	NA	16.94592173999426	NA	NA	NA
O43665	NA	16.76355994100162	NA	NA	NA	NA	NA	NA
O43681	18.002404374510895	17.956871095810687	16.934692095348822	17.851884587400946	17.926605164598904	17.80740052594092	17.89686624302599	17.88135027701108
O43684	19.31261232572706	19.067848582036017	19.898428551362052	19.21387981500583	19.191056294521296	19.62392899266066	19.799593438283665	19.061690328729398
O43707;Q08043;P35609	19.924056728059146	19.930053041740756	19.462213283780404	19.957598500952468	20.004376185615943	19.783137744437276	19.87391117203055	19.278050336975937
O43719	17.69048588916749	NA	NA	17.06636202934028	17.150230914142842	NA	NA	NA
O43747	16.986670752649594	16.308596897147236	18.274432432079525	NA	NA	17.26843833043155	16.980862328091177	NA
O43765	NA	19.309499105180052	18.986999884269423	19.188410058501265	19.101989328356904	19.049687227550343	18.97673255186736	18.837848032730804
O43776	19.107294170171272	19.287688848458185	20.544347141707778	19.252908705530604	18.90213038218307	18.365609658146862	18.40629567547005	19.042974991381328
O43795;Q9UBC5	NA	NA	NA	NA	NA	15.34007921720527	NA	NA
O43809	18.83575989951348	18.936380356079862	19.45664479854418	19.218993169870714	19.547966365354004	19.369308409238776	19.09920437568026	19.436468157973927
O43837	17.435226716995658	18.376671866472446	17.968200066793408	17.739651312316624	17.951817646633014	18.266826696838145	NA	NA
O43847	NA	17.60553865693317	18.44192690691913	18.18845660831303	18.048187483034543	17.66227240374497	18.292216653089135	20.27398704048052
O43852	17.568458691654712	17.84196502290848	17.46117936643339	17.789911463549345	17.66489484248742	NA	NA	NA
O60216;Q9H4I0	16.980994427657393	NA	17.651549169217816	NA	16.534122145876726	16.05783577109171	NA	NA
O60231	NA	NA	NA	NA	NA	14.532575159684704	NA	NA
O60234	19.79015718087773	19.607269188489127	19.3685590517794	19.391184969071528	19.585165484326577	19.963711782470618	19.958112576870032	19.571898991509023
O60256	16.35492566910067	NA	NA	NA	16.19953193262138	16.121591966854314	15.62246193126058	NA
O60264	17.86181020695703	17.538960739934627	18.58941377527785	17.97010828185664	17.97940939530358	18.24862583705596	18.35048984719988	18.664378465319857
O60341	17.46714159465363	17.717626792034416	18.98156794185627	17.53770927224581	17.50687947948869	17.69289177133701	17.410179990443424	NA
O60488	NA	17.4449669794251	NA	NA	NA	NA	NA	NA
O60493	NA	16.869668724505484	NA	NA	17.045896523285556	17.135272905728815	NA	NA
O60506	19.734084337341915	19.617418205104457	20.0146816198579	20.03974955805576	19.57894195897516	19.7543625957727	19.59926825718296	19.707130630498206
O60508	15.486939767797242	NA	NA	NA	16.129203999927167	15.553419888888309	NA	NA
O60610	19.999493847077197	19.992646144022075	20.19047477956365	20.452301515910772	20.100980147040556	20.18360549742677	19.846532067240844	20.323646201544143
O60664	NA	18.040189126785965	17.249880666262605	NA	17.742857231702004	17.564964414727097	NA	NA
O60684;O15131	16.792941096597247	NA	NA	NA	NA	16.794942409877635	NA	NA
O60749	NA	NA	17.36207295607421	NA	NA	NA	NA	NA
O60763	NA	NA	16.428159900284438	NA	16.81487636601752	16.954974360099765	NA	17.011621607902313
O60832	17.53332569034457	17.586524046966684	18.768577929095432	17.6936898006955	17.456536899255337	17.74588273189308	17.695820902826046	NA
O60841	18.147624785763437	17.988118504315427	19.145254222837888	17.938185192245907	18.168269346698697	18.06156880237446	18.21255642991062	NA
O60880	NA	NA	NA	NA	17.970493403966756	NA	NA	NA
O60884	18.564919211308055	18.739852186354515	18.23566770181269	17.884144084588428	18.52252968422112	18.590087785006922	NA	18.818666619527185
O60925	19.022693489639806	19.08425851251268	19.122903110664804	18.984871021912646	18.995638885618263	19.318325648679433	18.951421951325433	18.274890984771304
O75083	22.657193874885536	22.663116452574823	22.608855875189473	22.541354154155556	22.63427787856123	22.616787187264524	22.6123711967778	22.869086404958985
O75131;Q9UBL6;Q9HCH3;Q86YQ8;Q96A23;Q8IYJ1;Q96FN4	17.40890534870568	17.393544731665095	17.439551708751928	17.071217208988337	17.925810130665106	17.490034493769752	NA	NA
O75152	NA	16.313350766399857	16.420648891148637	NA	16.457769445285784	16.460752517011663	NA	NA
O75312	15.862206433292878	NA	NA	NA	15.750193157978028	15.580462629347565	NA	NA
O75340	17.200194637056736	NA	NA	NA	NA	16.67066383871038	17.46804760148005	NA
O75347	19.999493847077197	20.066044752515324	19.476803919738526	19.300223036139887	19.577491556441156	19.377222702026963	19.359674222497866	19.47310259358484
O75348	19.683858996397188	19.833716349293006	20.61779035922818	20.057571123106978	20.090376379118144	19.909749930156202	20.15906018216921	20.374607379234504
O75351	18.077443386009715	18.00667432334367	17.337364771303665	17.421641194528156	18.15353979719268	17.984637793394636	17.845792583488286	18.043425953786652
O75367;Q9P0M6	19.815171604769276	20.323454195386642	20.165780252310622	20.29398464853352	19.888375884921278	19.742329467530972	19.376156338553635	19.848240004426785
O75368	18.041827004149432	17.912147894552795	17.462895653387523	18.543543949996444	18.337317693207268	18.22858221967529	18.273709160074045	18.27090938644662
O75369	21.361386901956443	21.4946192800722	21.349476586406595	21.315670033247734	21.45893865671987	21.277713702243357	21.177589412861565	21.364929617371466
O75390	20.570350002193514	20.76337181655293	20.361968439463098	20.976929228401183	20.747903935862755	20.642522859235925	20.746329150273535	20.202506575598825
O75396	NA	NA	NA	NA	16.033294774836598	15.933764125542467	NA	NA
O75400	19.304724229291285	18.844279269434328	18.94234566789226	18.624978650414366	18.330044861212617	17.762545659366758	18.763227415893677	18.997179004396692
O75431	16.541920351915877	16.792979650467814	NA	16.772130676524675	17.171850125506133	16.793974969746905	NA	NA
O75436	NA	17.35527863585908	18.169415933759474	17.270297980818754	17.11699650751444	NA	NA	16.862892608100715
O75475	18.099950940793683	18.556800333586324	18.71577170825337	18.737425862816032	18.63912831253381	18.43737623845419	18.098190926837425	18.25322192792536
O75489	NA	NA	15.54140034739567	NA	16.783271832661782	16.271047969444385	16.55949870733041	NA
O75506	NA	NA	NA	NA	17.119316475596932	NA	NA	NA
O75521	NA	15.998652099024682	NA	NA	16.611443597275752	NA	NA	NA
O75530	NA	NA	16.69991594955654	NA	16.327173601907198	NA	NA	NA
O75531	20.327500907804033	20.326853022056827	20.15097584341893	19.458645678400664	20.432035550592744	20.368496309560204	19.94619346563074	20.585205598592992
O75533	19.78468077004228	19.904547879513625	19.797739413795355	19.999988244181782	19.947411034401426	19.887246919187294	19.8419532544857	19.951889392966372
O75534	19.990593623855144	20.480287597386365	20.554169237316568	20.80071627238694	20.249751461219546	20.22378570868151	19.738528982733712	20.287375112528792
O75643	20.214869347595126	19.829858753688157	19.79020897762066	20.092815818771278	20.25672305720643	20.112390645807782	20.428257154531266	19.835950514636878
O75663	NA	17.720343001897067	17.973299387565252	18.04846988377696	18.248331892322717	18.530529205328353	18.37236783989988	18.15082985693195
O75694	16.773866503784213	16.192258475738498	17.566158512253228	NA	16.974702058748125	16.989399691350474	16.92503079777876	NA
O75717	NA	NA	NA	NA	16.56440595116751	NA	NA	NA
O75746	NA	NA	NA	NA	NA	14.531995041843084	NA	NA
O75791	17.232644794237668	17.41924615252004	17.960047669625716	16.77684415432702	17.22942712124421	17.11836875606019	16.881397347740155	17.231874290917098
O75792	20.839878036648265	20.427046293288125	21.737671359776193	22.3551609602535	20.5252615976686	20.459586173002354	20.617862123758226	22.052936207922023
O75794	17.777145568478943	17.70886131892925	17.643178934830022	17.743204906472663	17.9499940552661	17.649225287276415	17.284931196459226	17.646539337621036
O75821	18.099061303535755	18.426630556698946	18.915164941508344	18.414176771566318	18.715547202295376	18.483223490549996	17.910901819050615	18.80524581409781
O75822	NA	NA	NA	NA	17.66139662729392	NA	NA	NA
O75874	19.76818787748218	19.8552215269929	19.632751349469128	19.968482709807596	19.9317886323398	19.898120314577312	21.59276183802696	NA
O75915	NA	NA	NA	NA	15.71381037212999	NA	NA	NA
O75934	NA	NA	NA	NA	16.601520853948188	NA	NA	NA
O75937	18.719590234360016	NA	18.18202178694147	NA	17.33132626024513	18.259530081644005	NA	NA
O75947	19.3708569299631	19.35033971446543	19.178441514239225	19.452999190943807	19.4479791454036	19.251381660232624	19.165146130896755	18.981511000797333
O75964	18.76117518484059	19.000435718463386	19.36580967181791	19.26372974516388	19.208659845493028	19.03353767765409	19.12890933394998	18.589989333924194
O76003	19.674516636794298	19.86248516589159	19.72179515509301	19.876681131857254	19.694167601064258	19.71092740671076	19.669333493184666	19.091472412735463
O76021	18.374517322885218	18.591795754942527	18.716491273230076	18.254199070820437	18.36721958774221	18.128525401903502	18.19806111721512	17.778724937845112
O76031	17.145615660742376	17.179098985580453	NA	NA	17.429569851655067	17.109550240024024	17.134975299948398	NA
O76094	18.42713645002294	18.2450309940322	17.16884248756144	18.86190110592515	18.151092861113653	18.42125526782769	18.54008352841748	18.427960004510858
O94776	19.893596977835703	19.261997243956777	19.529422321739293	19.292880950903243	19.444523276913046	20.07155808873365	19.09826696020016	18.79277228006095
O94826	NA	NA	15.699042447161215	NA	NA	NA	NA	NA
O94874	16.429953553796537	NA	NA	NA	NA	NA	NA	NA
O94888	NA	NA	NA	NA	16.088824055839183	16.06224193314876	NA	NA
O94903	NA	17.30730704901403	17.90199844033775	NA	17.52568143326402	17.76569490825078	NA	NA
O94906	17.36361105896784	17.308768789800947	NA	NA	17.378265239143047	17.602884389945736	NA	NA
O94925	17.804690434397244	17.29165128205814	17.119840587087445	NA	17.74628370541964	17.59450485841053	17.294165044477943	16.563940770005054
O95104	15.857070370956297	NA	NA	NA	NA	NA	NA	NA
O95163	16.363973189482252	NA	NA	NA	16.346963398907267	16.015675965012324	NA	NA
O95202	18.591027557027584	18.554374022592622	17.949179858980568	18.295282036247652	18.95389893244266	18.743222520098062	18.548603808610384	18.357940405176215
O95232	16.37760201103445	NA	NA	17.297743863220422	16.704371697487883	16.75473556187609	16.43384732585418	NA
O95319	18.387610273804846	18.402028583465867	17.975268489382614	18.468665836610317	18.589087630034214	18.481346691741162	18.23983128926435	18.349641410077083
O95336	19.339498834066518	19.63315271180483	19.53503260311206	19.176420154231558	19.536189903417963	19.202275335462677	19.64348002566071	19.448536277425298
O95347	19.60326194333113	19.514745480357103	18.993626261600493	19.56865375485072	19.60384227257798	19.577615923344233	19.482372599927114	19.158784832724358
O95373	17.100988158040252	NA	NA	NA	NA	16.473286290679813	NA	NA
O95433	20.417871340722108	20.444654149144505	19.983634489943334	20.198291411139582	20.423800112843335	20.099478901879714	20.005639007407115	20.261614034199255
O95453	16.6711950553646	17.33144992366605	17.201731234906777	16.535515170067526	16.93900383421499	16.760442334463082	NA	NA
O95456	18.359572087210896	NA	19.13268913244373	18.28330182986865	18.875230446609752	16.870308396101194	NA	17.78894897876736
O95478	NA	NA	NA	NA	16.08371991923098	NA	NA	NA
O95747	18.155633422733786	17.795005692307665	18.559137376466737	17.756579060961773	17.43211020299714	17.677827217939814	17.948275886126606	18.067779588351705
O95757	NA	18.145953987386395	17.833577407012083	17.724835315187185	17.560245278946148	NA	NA	18.484380984846986
O95777	NA	18.459361758531816	NA	NA	18.393718773605475	18.39852213863042	NA	NA
O95782	16.59064080850394	16.55022900142158	16.403755048788295	NA	17.05241861986554	16.926675674344402	16.641342197173437	NA
O95793	NA	NA	NA	NA	NA	16.703749844581125	NA	NA
O95816	17.604080859506062	NA	17.38290795788236	17.80395567059187	17.100933191189657	17.76192735264967	17.67734617070728	NA
O95831	18.96914161212642	18.918751145974234	18.21373476510102	18.648349412104174	18.946000162250737	18.836468966961117	19.249288915564293	18.943812603484282
O95861	18.12638811621666	18.299500401991935	18.08748766068465	17.894738919436474	18.25197335274146	17.768406394325055	17.792531040242757	NA
O95864	NA	17.114194884550837	NA	NA	17.528616866488598	17.05950727038034	NA	NA
O95881	17.071761200256116	16.66897833040142	17.84738033507077	16.469899593808204	NA	17.271743076680615	16.826645920974652	NA
O96008	NA	NA	NA	NA	18.249603213378627	NA	NA	NA
O96019;O94805	18.739708267165515	18.891982760142575	19.183016047055276	NA	19.014258125516292	18.593949120714566	18.481906450040437	18.871852265880896
P00338;Q6ZMR3	24.28467193581563	24.190343733623134	24.130951309168616	23.98755207382576	23.954542222566605	24.406154558252826	24.50574093123892	23.916214701878637
P00367	18.531531725895128	18.849576175347032	18.8912621629906	19.07313454608563	18.889490869692782	19.284284193447323	NA	18.85336266766337
P00374;Q86XF0	17.814960919855718	18.33254931324014	NA	NA	18.178896160236338	17.782863482296342	NA	NA
P00387	17.75992490740651	17.502004592585664	17.171898236738567	NA	17.28694214733739	17.45710551165027	NA	NA
P00390	19.531421818833717	19.38790166421728	18.913283202289794	19.179421129803497	19.174284451330525	19.553380585260502	19.29973001617686	19.056705743145123
P00403	NA	NA	19.178417774183753	NA	18.198909062216643	17.905333313650317	NA	NA
P00441	20.98230839429135	21.30784462588834	21.271886946889495	20.88793279728228	21.066349289011672	21.240026977978786	20.94104488213196	21.0666055519048
P00491	20.431383606348103	20.303754008944416	20.832672612350322	20.242342246021447	20.277749547162625	20.25575809841979	20.357918230868748	20.5988057656824
P00492;Q9NRG1	19.78942206523835	19.598683569985315	19.79042645450426	19.244493081509432	19.43701014114556	19.57067750552121	19.329678860327675	19.361965731093086
P00505	19.117751456001876	19.163049571945603	19.043328985984424	19.189038354266735	19.270002284915677	19.12686960022936	19.017882983786492	NA
P00558	24.551888888478064	24.41373538103538	24.25327126872215	24.029001970910205	24.458618042553233	24.509049761523503	24.38427015649788	24.394979056057345
P00813	23.17977004180749	23.268921542529192	23.043674380128536	22.80303629918347	23.024010928978402	23.321486725742787	23.262902320749703	23.239340848616145
P01111;P01112;P01116	NA	NA	NA	NA	17.20403316091371	NA	NA	NA
P02786	20.79503314335211	20.609573339608648	20.835460575326575	20.6500743756098	20.550065982742428	20.633171362244077	20.560334227613485	20.846006412391404
P04040	NA	NA	NA	17.26836147711741	17.197636166924802	NA	NA	NA
P04075;P05062	23.624635978580145	23.53112744812531	23.343639824474394	23.545653206815697	23.244978710912626	23.542454744252193	23.68839456029021	23.34548469773246
P04080	18.485488120811553	19.238616854961332	19.19737977495184	19.593175772592954	19.029929774880493	18.646079023963154	NA	19.144809983809182
P04083	20.04164695181608	20.10281529395629	19.78798572697892	19.570958765345626	19.873334856398618	19.9712202494457	19.591475031011615	20.076489735803726
P04181	NA	NA	17.750998187706823	NA	16.068048476158665	15.879640634886552	NA	NA
P04234	NA	17.323560530012884	NA	NA	NA	NA	NA	NA
P04406	24.179375537471827	23.94702795816201	23.849226943193386	24.19270377097312	23.90867042359546	24.052881656047028	24.176719587656457	24.29583308943502
P04439;P13746;P30443;P30455;P01893;P30501;P30505;P30508;Q07000;Q29960;Q29963;Q9TNN7;P04222;P30504;Q29865;P10314;P30459;Q09160;Q95604;P10321;P01891;P01892;P10316;P16189;P16190;P18462;P30450;P30453;P30456;P30457;P30512;Q31612;P01889;P03989;P10319;P18463;P18464;P18465;P30460;P30461;P30462;P30464;P30466;P30475;P30479;P30480;P30481;P30483;P30484;P30485;P30487;P30488;P30490;P30491;P30492;P30493;P30495;P30498;P30685;Q04826;Q29718;Q29836;Q29940;Q95365;P13747	17.57366273623435	18.796170911856095	18.681205762015434	19.35036847519477	18.58764739666775	18.16989736176595	18.939645243536916	19.509789930571635
P04632;Q96L46	17.62469608067763	NA	NA	NA	16.96348601427741	17.471169571522854	NA	NA
P04818	19.01935349347939	19.141280311462456	18.273543689957606	19.755809627775786	19.08293086774799	18.938762299074657	19.283906507589144	NA
P04843	18.556698499953246	18.453387857487186	18.993572291750652	18.88141118920616	18.784675687823697	18.871455303738422	18.729165143383717	18.473594796189623
P04899;P63096;P38405;A8MTJ3;P19087;P09471;P11488	19.76031573551137	19.72717554412603	20.158096106097446	19.810352231856537	19.827673045631148	19.770820870042456	19.72734733216139	19.48568944558548
P04908;P0C0S8;P20671;Q7L7L0;Q93077;Q9BTM1;Q96KK5;Q99878	25.262460656725473	24.78566726749176	25.250768578088717	25.253029726315948	24.7639142679278	25.075256759752882	25.453050127960967	24.656236797002066
P05023;P13637	19.595940775566966	20.14518411375127	19.639061794239062	20.166978044628628	20.216656006920797	19.468121336455777	19.485650814460556	20.31070222672576
P05107	NA	NA	NA	NA	NA	16.48680514716885	NA	NA
P05141	22.3389546814617	21.980019123579314	21.855049708204756	21.984589574049476	21.990439431883775	22.564184407067597	22.54530770407934	21.68459551040388
P05161	18.666531956099558	18.31793531625193	18.95376430143174	NA	18.691176460672974	18.54871013055461	17.63939279714974	18.378397298334036
P05198	20.278900494585237	20.28738359462096	20.31878885834541	20.329666596461514	20.137376890798073	20.530456600459768	20.276601254503756	19.91893150964566
P05204	NA	18.933234104393943	18.842774044252483	18.58833282527382	18.702547086417084	NA	NA	18.49085310274107
P05386	20.68075709939273	NA	NA	20.352281147229856	NA	20.164784438372298	NA	NA
P05387	22.024698987523728	22.19877377094491	22.220039535567647	22.284162421716072	22.219335006612987	22.173586540513195	22.272367637613666	22.347688065454193
P05388;Q8NHW5	22.658431546556063	22.51971026103503	22.466404754819113	22.559576673681672	22.605336780816756	22.717264332113473	22.6586060044661	22.681445891704676
P05455	19.29037708178206	19.02878210400265	19.102979566773875	18.888133436325905	19.263304524320954	19.444637817536513	19.51117400916068	19.179689594884927
P06127	NA	NA	NA	NA	NA	16.41770319156385	NA	NA
P06132	NA	NA	16.740745359330656	NA	16.85362771877478	NA	NA	NA
P06239	17.65211460895343	17.363245220607887	17.59781687987894	18.40246583895469	17.873939517985637	18.132166274601502	17.78120931377076	NA
