Name	t00_A_Rep2_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR8	t00_A_Rep1_OR8	t00_C_Rep1_OR8	t00_B_Rep3_OR8
P06744;CON__Q3ZBD7	22.49439997150078	22.226320261472377	22.202169162799432	20.92537865505344	22.44579024256509	22.675354012250473
P06748	22.197655569814717	22.136059962326083	22.53350679793141	NA	22.46881297612956	22.283207128571565
P06753	NA	19.849776734541894	NA	NA	NA	19.907388390454642
P07108	19.6450289758332	19.28951962267313	19.98580661048673	NA	20.216533292876697	19.541650782521653
P07195;Q9BYZ2;P07864	24.604674080002113	24.331753974088393	24.491773963762615	24.143009138325024	24.631660277708995	24.52628502435762
P07237	21.910366758133588	21.998401763752835	21.55768706030338	23.172584474484545	22.01187657287514	21.967654880913674
P07339	19.102902470037442	19.599611176019504	18.79848103223572	NA	19.222568630418532	19.46948787076606
P07384	17.728745668272943	18.24820469857867	NA	NA	17.939155506702974	17.680249182220386
P07437	24.020774037084625	23.851469782699347	23.60760017957082	22.804175580525953	23.586339714195454	23.641868843546614
P07602	20.49178534733865	20.736841250477905	20.56483329824078	NA	20.714991948426615	20.77500494293311
P07686	NA	15.075465849179128	NA	NA	NA	NA
P07737;CON__P02584	23.81371344222601	23.671391695322637	23.97883746625109	23.685495740169532	23.74484353655794	23.75430892809407
P07741	21.007065642753947	20.87943853572553	20.97018984934485	NA	20.783089851529382	20.888680575694416
P07814	20.09057580186858	20.12345992554645	20.179485690124114	NA	20.02446082658734	20.14024234053503
P07900;Q14568;Q58FG1	23.704126176671686	23.553029498999244	23.61595091294768	23.638051979695806	23.95801633690729	23.78020552789584
P07910;O60812;Q86SE5	22.276190503923416	22.129486000550386	22.213479914963457	21.763783334614196	22.09350980875682	22.033132085575037
P07954	19.329476644586585	19.80623375113691	19.53605199879094	NA	19.917475159653847	19.885082651138017
P08107	19.426247447638215	19.636701085202485	19.023615893727442	NA	19.423391893141517	19.933261977442193
P08133	24.28130087689517	24.350142791796166	24.183645982263947	21.82212395948747	24.066771631445306	23.99688627459105
P08195	19.628877294766877	19.930335966607675	19.779668749952815	NA	19.666409435478904	19.75492803690373
P08238;Q58FF7	26.46553720476446	26.422746824787353	26.540381030668037	26.208444419286764	26.595452374667737	26.583930887148398
P08575	18.769923698493354	19.068547997698083	19.11073822349915	NA	18.575430714104577	18.487385812509466
P08579	NA	17.786720530996373	NA	NA	NA	NA
P08621	19.051492952644104	18.588384439873984	19.034227768899736	NA	17.6168803013934	18.77716507357579
P08670;P17661;P14136;P12036;CON__Q01546;Q01546;CON__P12035;P12035;CON__Q5XQN5;CON__Q6ISB0;CON__Q9NSB2;Q9NSB2;CON__P13647;P13647;CON__Q922U2;Q5XKE5;CON__P07744;CON__Q7RTT2;CON__Q8N1N4-2;Q8N1N4;CON__Q14533;Q14533;Q16352;CON__P78385;CON__Q6NT21;P78385;CON__O43790;O43790;CON__Q61726;CON__P08729;CON__Q3KNV1;P08729;CON__H-INV:HIT000292931	20.79560668238937	21.186992175485347	20.948080206671488	NA	21.16683351010223	21.215630738056063
P08708;P0CW22	NA	18.862435085886215	NA	NA	19.413872799602906	19.237804615578696
P08758	NA	17.087440702745468	NA	NA	NA	17.39960971232265
P08865	22.74663517206154	22.613650384408302	22.45228739199037	22.190708663528824	22.69874518799741	22.77795682914245
P09012	18.893140365210996	19.41342035719373	19.140728765848625	NA	19.558648942363288	19.60415623703917
P09104;P13929	18.534453489979374	18.305846202758048	18.24820781891327	NA	18.501620037773982	18.305800767232597
P09211	23.664097461210698	23.542695271560873	23.70897129653982	24.799612013817182	23.18562093776988	23.39961979937096
P09429;B2RPK0	21.678565647161353	21.40243206515251	21.14096024910745	22.270831271284724	22.283782853820025	22.001147219685972
P09488	NA	17.444671291178167	NA	NA	NA	NA
P09543	NA	16.36015908866632	NA	NA	NA	16.162873672079954
P09622	18.43249080158592	18.089666682437002	18.534606096692585	NA	18.18093229197625	18.385336727599572
P09651;Q32P51	20.512942632570823	20.209923055856965	20.2127846402315	20.296114441017373	20.222591443613467	20.049682272919764
P09661	18.96872666241211	18.553810166547503	18.761400562981216	NA	18.869677987072166	18.87652681318944
P09874	20.446960892127368	20.169299731201964	20.06434450492666	NA	20.439203868259103	20.457793095863266
P09960	18.948006989428183	19.221609601129355	18.823441511732224	NA	18.73430559599869	18.873247134874735
P09972	20.947388205356553	20.824761736821053	NA	NA	NA	21.021577145992723
P0CB43;Q9BTY7	15.944406072537017	16.997178675934663	NA	NA	16.536738518091937	16.473215633080706
P10412;P22492	21.947285048870086	21.528189154294882	21.696364051357893	NA	21.80964362320224	21.670241507930584
P10515	19.15189850565513	19.041719574725626	18.87198569857558	NA	18.72167383801009	18.938881320815813
P10599	22.004093395996346	21.94473181285568	22.216373291732246	21.875923027300136	21.896179333487446	22.12966932576609
P10606	18.7296096437699	18.935374410814298	19.253491016096934	NA	19.085391301056283	19.19455328198271
P10644	18.348869830626953	18.373064094510028	18.177705390806153	NA	18.324315505966073	18.428332338254936
P10768	19.80129472652297	20.027411981848974	19.73249030930497	NA	20.159404426965292	20.58059250318205
P10809	25.34069097386575	25.373138216303325	25.294857976471054	25.27552320880564	25.35171150125125	25.39149583646047
P11021	22.6901599183258	22.63052157192831	22.638237817358757	22.491167629277484	22.63636654586972	22.74101502711799
P11142;P54652	26.0779968633402	25.906300311922077	25.879866100335622	25.585700220605908	25.974747248735078	26.06767242695433
P11172	NA	16.271104432975466	NA	NA	NA	17.644126949442022
P11177	18.03030111106183	18.64022731178912	17.98034293113404	NA	18.182199728767028	18.46565795165099
P11216	NA	17.340105202779156	NA	NA	NA	NA
P11310	18.60886053092635	18.850894020205395	19.09781732370849	NA	19.05724458643212	18.736948961201648
P11387;Q969P6	17.974434207259428	18.777525204163442	18.08870081660146	NA	17.600962672254308	NA
P11388	19.970514388837753	20.319510378333646	20.35767672603688	NA	20.02328263539006	19.90397910558909
P11413	19.647909385459162	20.041426000925785	19.654914425680452	NA	19.488702323866953	19.55665559367741
P11586	22.251338688660056	22.16655414120917	22.20598809367657	NA	22.185825718524473	22.204905400404318
P11717	17.710319535526498	18.184579215693493	NA	NA	18.054940247580284	18.289170591924297
P11766	20.084210134484643	20.36048861619247	20.105753524609558	NA	20.275669797024346	20.34958801714954
P11940;Q4VXU2;Q96DU9	21.36160024614291	21.60630882886227	21.594048657685537	NA	21.59843323014763	21.729143558712845
P12004	22.012597506172675	21.712000741201027	21.490818378338783	23.342285869135832	21.74766025516324	21.646509038740422
P12081	18.039362482515926	18.2308868610167	18.01143356454532	NA	17.9386000899335	18.092593689870455
P12235;Q9H0C2	NA	16.81796479265616	16.102128817813444	NA	16.202208422747006	NA
P12236	19.607816688148095	19.3254906994945	19.421411383155895	NA	19.41429232417239	19.455388377321352
P12268;P20839	20.972610789059807	20.78731882965286	20.524126448153694	NA	20.558594723712552	20.833074132568978
P12270	17.614969242531036	17.10027564875641	NA	NA	17.440361721634712	17.59204294595725
P12814	19.041709146280965	18.921243459933308	18.266815957342075	NA	18.714748681409617	18.868940318717634
P12955	16.13097421691965	NA	16.778196979491632	NA	NA	NA
P12956	21.770172540914942	21.811982120295475	21.615468765395768	21.40722220111187	21.426930572448956	21.67965948127347
P13010	22.70983315184794	22.87928454696397	23.21634438666947	22.203958605566	23.175447787190354	22.98106437156585
P13073	20.06481607180077	18.930600196469385	NA	NA	19.571638664849026	19.76778626864177
P13489	19.617668262654565	19.694416583058775	19.711692848412568	NA	19.344749664730717	19.61996598862223
P13612	NA	15.782873825215505	NA	NA	NA	16.0366337868968
P13639	24.354694353882664	24.28091352396491	24.4527413918709	23.159944370365018	24.495503735594927	24.498356696634165
P13667	21.091820685059886	20.783886187391456	20.675026899455666	23.66582032339295	20.90238755222087	20.90034789098434
P13693;Q56UQ5	20.292144683117	20.167955605290246	19.777413510714087	NA	19.744446373433373	19.573814249917852
