t00_A_Rep3_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR9	t00_B_Rep1_OR8	t00_C_Rep1_OR8	t00_A_Rep3_OR9	t00_A_Rep1_OR9	t00_B_Rep2_OR8	t00_B_Rep1_OR9	t00_B_Rep3_OR8	Student's T-test Significant Syn_Cond1_Syn_Cond2	Student's T-test significant	Student's T-test p-value Syn_Cond1_Syn_Cond2	Student's T-test q-value Syn_Cond1_Syn_Cond2	Student's T-test Difference Syn_Cond1_Syn_Cond2	Student's T-test Test statistic Syn_Cond1_Syn_Cond2	Name
#!{Type}E	E	E	E	E	E	E	E	E	E	E	E	C	C	N	N	N	N	T
#!{C:Group1}Syn_Cond1	Syn_Cond1	Syn_Cond1	Syn_Cond1	Syn_Cond1	Syn_Cond1	Syn_Cond2	Syn_Cond2	Syn_Cond2	Syn_Cond2	Syn_Cond2	Syn_Cond2							
18.9556446075439	17.1943836212158	17.0537223815918	15.817590713501	16.7689151763916	16.8440952301025	16.4186496734619	18.819694519043	19.7354984283447	16.9784164428711	16.7665367126465	16.9639644622803			0.477226880108088	0.923671094923298	-0.508068084716797	-0.738428107275399	A0AVT1
18.3570804595947	16.6799354553223	14.885799407959	16.06640625	15.907356262207	18.6453247070313	16.9704666137695	19.7834796905518	19.3214015960693	17.1665496826172	17.9175090789795	16.5246315002441			0.172398202838486	0.923671094923298	-1.1903559366862	-1.46966740182362	A5YKK6
18.3003578186035	15.3719902038574	16.5004901885986	15.6861410140991	15.4248743057251	17.8842830657959	16.4416637420654	18.2760696411133	19.3906631469727	16.3173179626465	18.1715431213379	15.6207551956177			0.312937057594764	0.923671094923298	-0.841646035512287	-1.06263125761086	A6NHR9
20.2375926971436	19.734058380127	16.0839977264404	19.9395599365234	20.1139068603516	18.3406963348389	19.6365165710449	20.9074382781982	19.5744113922119	16.3499336242676	17.9682369232178	19.8279266357422			0.974296585078573	0.994255591522184	0.0308914184570313	0.0330352140430412	A6NL28
18.5721797943115	17.4440059661865	16.411958694458	16.9041442871094	17.0765495300293	17.4187965393066	17.827730178833	19.0283679962158	19.1309108734131	16.4106693267822	17.8725547790527	17.9018154144287			0.179813782604462	0.923671094923298	-0.724068959554039	-1.44223569843476	A6NMY6;P07355
19.1867961883545	19.0446033477783	14.5471630096436	19.6387310028076	19.7220764160156	17.6809787750244	16.131031036377	18.4692611694336	19.0055122375488	16.6086235046387	19.9096279144287	14.9653911590576			0.49802071296339	0.923671094923298	0.788483619689941	0.703124455149101	A8MWD9;P62308
17.9798336029053	19.0807189941406	18.8721942901611	18.9646606445313	18.9037189483643	17.1914920806885	18.7796058654785	18.2559089660645	19.5203609466553	18.2223930358887	18.4280090332031	18.8103542327881			0.651145116704867	0.923671094923298	-0.170668919881184	-0.466079741830951	B0I1T2
18.5755977630615	17.4753494262695	16.7310161590576	15.9887313842773	16.0946788787842	16.8747482299805	17.285192489624	18.5881290435791	19.3637771606445	18.0467643737793	17.2548370361328	17.8285999298096			0.0569455419718553	0.923671094923298	-1.10452969868978	-2.15123657861552	O00116
18.5731792449951	16.2174129486084	15.2496099472046	15.5390892028809	17.2268905639648	17.8617172241211	16.5030879974365	17.8787403106689	19.603796005249	16.8107414245605	17.5304851531982	15.834602355957			0.46319319013503	0.923671094923298	-0.582259019215901	-0.762806279163458	O00139;O14713
21.633264541626	21.4405498504639	21.4320220947266	21.4271469116211	21.3542594909668	21.0083351135254	21.269775390625	21.5955009460449	19.2576313018799	21.3603591918945	21.058614730835	21.1842956542969			0.258321171230591	0.923671094923298	0.428233464558918	1.19858765681002	O00148
