Name	t00_A_Rep2_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR8	t00_A_Rep1_OR8	t00_C_Rep1_OR8	t00_B_Rep3_OR8
O95782	NA	17.053472579266817	16.404166816005947	NA	16.872638502330226	16.54708665731172
O95793	NA	NA	NA	NA	NA	NA
O95816	17.799979739581975	17.10198715059093	17.383319725100012	NA	16.996434379671193	NA
O95831	18.64437348109428	18.94705412165201	18.214146532318672	NA	18.522346119437316	18.915608801864373
O95861	17.89076298842658	18.253027312142734	18.087899427902304	NA	NA	18.296358057882074
O95864	NA	17.529670825889873	NA	NA	16.844111197098428	17.111052540440976
O95881	16.46592366279831	NA	17.847792102288423	NA	NA	16.665835986291558
O96008	NA	17.34830241018306	18.314713502971863	NA	NA	NA
O96019;O94805	NA	19.015312084917568	19.183427814272928	NA	19.038877763270747	18.888840416032714
P00338;Q6ZMR3	23.983576142815867	23.955596181967877	24.13136307638627	23.00841737432416	24.275058542575167	24.187201389513273
P00367	19.069158615075736	18.890544829094054	18.891673930208253	NA	19.052949176936806	18.84643383123717
P00374;Q86XF0	NA	18.17995011963761	NA	NA	NA	18.32940696913028
P00387	NA	17.28799610673866	17.17231000395622	NA	NA	17.498862248475803
P00390	19.175445198793604	19.175338410731797	18.913694969507446	NA	19.59632632473513	19.38475932010742
P00403	NA	18.19996302161792	19.178829541401406	NA	NA	NA
P00441	20.883956866272385	21.067403248412944	21.272298714107148	21.407439359995532	21.28020257940517	21.30470228177848
P00491	20.238366315011554	20.278803506563897	20.833084379567975	NA	20.289157342342307	20.300611664834555
P00492;Q9NRG1	19.24051715049954	19.438064100546832	19.790838221721913	NA	19.102633095215594	19.595541225875454
P00505	19.18506242325684	19.271056244316952	19.043740753202076	NA	19.16490062180759	19.159907227835742
P00558	24.02502603990031	24.45967200195451	24.2536830359398	23.859231056184537	24.168645359768867	24.41059303692552
P00813	22.799060368173578	23.025064888379674	23.04408614734619	21.006232476318658	23.226497186549622	23.26577919841933
P01111;P01112;P01116	NA	17.205087120314985	NA	NA	NA	NA
P02786	20.646098444599907	20.5511199421437	20.835872342544228	NA	20.22493298103936	20.606430995498787
P04040	17.264385546107516	17.198690126326078	NA	NA	NA	NA
P04075;P05062	23.541677275805803	23.2460326703139	23.344051591692047	23.177940666508302	23.454866697056296	23.52798510401545
P04080	19.58919984158306	19.03098373428177	19.197791542169494	NA	19.139426552677	19.23547451085147
P04083	19.566982834335732	19.87438881579989	19.788397494196573	NA	19.521030341291258	20.09967294984643
P04181	NA	16.06910243555994	17.751409954924476	NA	NA	NA
P04234	NA	NA	NA	NA	NA	17.320418185903023
P04406	24.188727839963228	23.909724382996735	23.84963871041104	24.061491194542317	23.9983967068285	23.94388561405215
P04439;P13746;P30443;P30455;P01893;P30501;P30505;P30508;Q07000;Q29960;Q29963;Q9TNN7;P04222;P30504;Q29865;P10314;P30459;Q09160;Q95604;P10321;P01891;P01892;P10316;P16189;P16190;P18462;P30450;P30453;P30456;P30457;P30512;Q31612;P01889;P03989;P10319;P18463;P18464;P18465;P30460;P30461;P30462;P30464;P30466;P30475;P30479;P30480;P30481;P30483;P30484;P30485;P30487;P30488;P30490;P30491;P30492;P30493;P30495;P30498;P30685;Q04826;Q29718;Q29836;Q29940;Q95365;P13747	19.346392544184877	18.588701356069024	18.681617529233087	NA	19.209645639392413	18.793028567746234
P04632;Q96L46	NA	16.964539973678683	NA	NA	NA	NA
P04818	19.751833696765893	19.083984827149266	18.27395545717526	NA	18.72210062120056	19.138137967352595
P04843	18.877435258196265	18.78572964722497	18.993984058968305	NA	18.63247292036874	18.450245513377325
P04899;P63096;P38405;A8MTJ3;P19087;P09471;P11488	19.806376300846644	19.82872700503242	20.1585078733151	NA	20.047089882659044	19.72403320001617
P04908;P0C0S8;P20671;Q7L7L0;Q93077;Q9BTM1;Q96KK5;Q99878	25.249053795306054	24.76496822732907	25.25118034530637	24.3705459651706	24.551123102780878	24.7825249233819
P05023;P13637	20.163002113618735	20.21770996632207	19.639473561456715	NA	20.059014639596676	20.14204176964141
P05107	NA	NA	NA	NA	NA	NA
P05141	21.980613643039582	21.991493391285047	21.85546147542241	21.623894692364615	21.93699688593815	21.976876779469453
P05161	NA	18.692230420074246	18.954176068649392	NA	18.75229751785021	18.31479297214207
P05198	20.32569066545162	20.13843085019935	20.319200625563063	NA	20.26145885706447	20.284241250511098
P05204	18.584356894263927	18.70360104581836	18.843185811470136	NA	19.166726803295184	18.930091760284082
P05386	20.348305216219963	NA	NA	NA	NA	NA
P05387	22.28018649070618	22.220388966014262	22.2204513027853	22.248883002190855	22.1355748245833	22.19563142683505
P05388;Q8NHW5	22.55560074267178	22.606390740218032	22.466816522036765	21.396650564084677	22.46653852281431	22.51656791692517
P05455	18.88415750531601	19.264358483722226	19.103391333991528	NA	18.991438236402985	19.02563975989279
P06127	NA	NA	NA	NA	NA	NA
P06132	NA	16.854681678176057	16.74115712654831	NA	NA	NA
P06239	18.398489907944796	17.87499347738691	17.598228647096594	NA	17.023385622067778	17.360102876498026
P06400	NA	17.694692331011574	18.344945803959423	NA	17.69845708413557	17.191573716465815
P06454	19.500970916289976	18.801169328352557	19.528306993841564	19.920061273855563	19.68914753792685	18.932737298339926
P06493	19.874899106928904	19.939295846099746	19.756525080793708	NA	19.773635166178614	19.900694532954358
P06576	23.560518604932916	23.575483924836824	23.558007563917705	22.109281471186097	23.469591897675123	23.613998279514455
P06730	18.10614452512344	18.022102538152048	18.339306708409385	NA	18.353083186123875	17.78460557305043
P06733	25.464918680563706	25.402914396054904	25.422715556660247	25.326510751961443	25.718694496367988	25.648553255735813
P06744;CON__Q3ZBD7	22.490424040490886	22.22737422087365	22.202580930017085	20.92537865505344	22.445055305571287	22.672211668140612
P06748	22.193679638804824	22.137113921727355	22.53391856514906	NA	22.468078039135754	22.280064784461704
P06753	NA	19.850830693943166	NA	NA	NA	19.90424604634478
P07108	19.641053044823305	19.2905735820744	19.986218377704382	NA	20.215798355882896	19.538508438411792
P07195;Q9BYZ2;P07864	24.60069814899222	24.33280793348967	24.492185730980268	24.143009138325024	24.630925340715194	24.52314268024776
P07237	21.906390827123694	21.999455723154107	21.558098827521032	23.172584474484545	22.011141635881337	21.964512536803813
P07339	19.09892653902755	19.600665135420776	18.798892799453373	NA	19.221833693424728	19.466345526656198
P07384	17.72476973726305	18.249258657979944	NA	NA	17.938420569709173	17.677106838110525
P07437	24.01679810607473	23.852523742100622	23.608011946788473	22.804175580525953	23.585604777201652	23.638726499436753
P07602	20.487809416328755	20.737895209879177	20.565245065458434	NA	20.714257011432814	20.771862598823247
P07686	NA	15.076519808580402	NA	NA	NA	NA
P07737;CON__P02584	23.809737511216117	23.67244565472391	23.979249233468742	23.685495740169532	23.744108599564136	23.751166583984208
P07741	21.003089711744053	20.880492495126802	20.970601616562504	NA	20.78235491453558	20.885538231584555
P07814	20.086599870858688	20.124513884947724	20.179897457341767	NA	20.023725889593535	20.137099996425167
P07900;Q14568;Q58FG1	23.700150245661792	23.55408345840052	23.616362680165334	23.638051979695806	23.957281399913484	23.77706318378598
P07910;O60812;Q86SE5	22.272214572913523	22.130539959951662	22.21389168218111	21.763783334614196	22.09277487176302	22.029989741465176
P07954	19.32550071357669	19.807287710538183	19.53646376600859	NA	19.916740222660046	19.881940307028156
P08107	19.42227151662832	19.637755044603757	19.024027660945094	NA	19.422656956147712	19.930119633332332
P08133	24.277324945885276	24.351196751197442	24.1840577494816	21.82212395948747	24.066036694451505	23.993743930481187
P08195	19.624901363756983	19.931389926008947	19.780080517170468	NA	19.665674498485103	19.75178569279387
P08238;Q58FF7	26.461561273754565	26.42380078418863	26.54079279788569	26.208444419286764	26.594717437673935	26.580788543038537
P08243	NA	NA	NA	NA	NA	NA
P08575	18.76594776748346	19.06960195709936	19.111149990716804	NA	18.574695777110776	18.484243468399605
P08579	NA	17.787774490397645	NA	NA	NA	NA
P08621	19.04751702163421	18.58943839927526	19.03463953611739	NA	17.6161453643996	18.77402272946593
P08670;P17661;P14136;P12036;CON__Q01546;Q01546;CON__P12035;P12035;CON__Q5XQN5;CON__Q6ISB0;CON__Q9NSB2;Q9NSB2;CON__P13647;P13647;CON__Q922U2;Q5XKE5;CON__P07744;CON__Q7RTT2;CON__Q8N1N4-2;Q8N1N4;CON__Q14533;Q14533;Q16352;CON__P78385;CON__Q6NT21;P78385;CON__O43790;O43790;CON__Q61726;CON__P08729;CON__Q3KNV1;P08729;CON__H-INV:HIT000292931	20.791630751379476	21.18804613488662	20.94849197388914	NA	21.166098573108428	21.212488393946202
P08708;P0CW22	NA	18.863489045287487	NA	NA	19.413137862609105	19.234662271468835
P08758	NA	17.088494662146744	NA	NA	NA	17.39646736821279
P08865	22.742659241051648	22.614704343809578	22.452699159208024	22.190708663528824	22.69801025100361	22.77481448503259
P09012	18.889164434201103	19.414474316595005	19.141140533066277	NA	19.557914005369483	19.60101389292931
P09104;P13929	18.53047755896948	18.306900162159323	18.24861958613092	NA	18.50088510078018	18.302658423122736
P09110	NA	NA	NA	NA	NA	NA
P09211	23.660121530200804	23.54374923096215	23.70938306375747	24.799612013817182	23.184886000776075	23.3964774552611
P09429;B2RPK0	21.67458971615146	21.403486024553786	21.141372016325104	22.270831271284724	22.28304791682622	21.99800487557611
P09488	NA	17.445725250579443	NA	NA	NA	NA
P09543	NA	16.361213048067597	NA	NA	NA	16.159731327970093
P09622	21.087844754049993	20.784940146792728	20.67543866667332	NA	18.180197354982447	18.38219438348971
P09651;Q32P51	20.50896670156093	20.210977015258237	20.213196407449153	20.296114441017373	20.221856506619666	20.046539928809903
P09661	18.964750731402216	18.554864125948775	18.761812330198868	NA	18.868943050078364	18.87338446907958
P09874	20.442984961117475	20.170353690603235	20.06475627214431	NA	20.438468931265298	20.454650751753405
P09960	18.94403105841829	19.222663560530627	18.823853278949876	NA	18.73357065900489	18.870104790764874
P09972	20.94341227434666	20.825815696222328	NA	NA	NA	21.01843480188286
P0C0S5;Q71UI9	NA	NA	NA	NA	NA	NA
P0CB43;Q9BTY7	15.940430141527123	16.99823263533594	NA	NA	16.536003581098136	16.470073288970845
P10412;P22492	21.943309117860192	21.529243113696154	21.696775818575546	NA	21.80890868620844	21.667099163820723
P10515	19.147922574645236	19.0427735341269	18.87239746579323	NA	18.72093890101629	18.935738976705952
P10599	22.000117464986452	21.945785772256954	22.2167850589499	21.875923027300136	21.895444396493644	22.12652698165623
P10606	18.725633712760008	18.936428370215573	19.253902783314587	NA	19.084656364062482	19.19141093787285
P10644	20.210521187335765	20.274643483379037	20.0827574791638	NA	18.323580568972268	18.425189994145075
P10768	19.797318795513075	20.028465941250246	19.732902076522624	NA	20.158669489971487	20.57745015907219
P10809	25.336715042855857	25.3741921757046	25.295269743688706	25.27552320880564	25.350976564257444	25.38835349235061
P11021	22.686183987315907	22.63157553132958	22.63864958457641	22.491167629277484	22.63563160887592	22.737872683008128
P11142;P54652	26.074020932330306	25.90735427132335	25.880277867553275	25.585700220605908	25.974012311741276	26.06453008284447
P11172	NA	16.27215839237674	NA	NA	NA	17.64098460533216
P11177	18.026325180051938	18.641281271190394	17.980754698351692	NA	18.181464791773223	18.46251560754113
P11216	NA	17.341159162180432	NA	NA	NA	NA
P11310	18.604884599916456	18.85194797960667	19.098229090926143	NA	19.05650964943832	18.733806617091787
P11387;Q969P6	17.970458276249534	18.778579163564714	18.089112583819112	NA	17.600227735260503	NA
P11388	19.96653845782786	20.320564337734922	20.35808849325453	NA	20.02254769839626	19.90083676147923
P11413	19.643933454449268	20.042479960327057	19.655326192898105	NA	19.48796738687315	19.553513249567548
P11586	22.247362757650162	22.167608100610444	22.206399860894223	NA	22.18509078153067	22.201763056294457
