Name	t00_A_Rep3_OR8	t00_C_Rep2_OR8	t00_C_Rep3_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR9	t00_B_Rep1_OR8	t00_C_Rep1_OR8	t00_A_Rep3_OR9	t00_A_Rep1_OR9	t00_B_Rep2_OR8	t00_B_Rep1_OR9	t00_B_Rep3_OR8
O43488;Q8NHP1;O95154	NA	15.918932208518855	NA	NA	NA	NA	18.50163695479354	NA	NA	18.92141427020644	NA	19.05854869418906
O43504	19.657203219441772	20.123357693957097	19.576375648357164	19.860735113095892	19.30621368750965	19.897110179043988	NA	NA	NA	18.75760626517703	NA	16.678501227626906
O43592	NA	17.763339909461905	16.871927267975536	17.400870214564435	17.05030731074352	NA	17.313168266618078	NA	NA	NA	NA	17.491325820947967
O43615	NA	NA	17.34661646183448	NA	NA	NA	NA	NA	NA	17.50179244124832	NA	17.523013326190352
O43617	NA	17.6215010807445	16.461422508233273	17.318514408952325	17.574417174232163	NA	NA	NA	NA	NA	NA	16.98492249350637
O43665	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.76041759689176
O43681	NA	18.992316937777282	18.402198949880095	18.971350302185606	17.960022878000878	NA	NA	NA	NA	17.880511815200016	17.451183342826067	17.953728751700826
O43684	19.118738772485543	19.19211025392257	20.061351062645233	19.799459266564064	19.395782057628416	18.723075183968586	19.48074058405355	NA	NA	19.06085186691834	19.27583201512139	19.064706237926156
O43707;Q08043;P35609	NA	20.005430145017215	19.536240309160103	19.873777000310945	19.90954629397263	18.571829410772363	19.748533537116195	NA	NA	19.277211875164873	19.929351856783978	19.926910697630895
O43719	NA	17.151284873544114	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O43747	NA	NA	18.880472665019187	16.980728156371576	NA	NA	NA	NA	NA	NA	NA	16.305454553037375
O43765	NA	19.103043287758176	18.031021076723576	18.976598380147756	19.27337284628459	NA	19.373886975422458	NA	NA	18.837009570919747	NA	19.30635676107019
O43776	NA	18.903184341584343	20.98598620492366	18.406161503750447	18.41846237201846	NA	19.309523308640884	NA	NA	19.04213652957027	NA	19.284546504348324
O43795;Q9UBC5	NA	16.767727346905147	15.897349864855443	16.437451976064473	16.06226998852997	NA	NA	NA	NA	NA	NA	NA
O43809	NA	19.549020324755276	19.173754604536793	19.099070203960657	18.611770710465528	NA	18.993551017661495	NA	NA	19.435629696162863	NA	18.93323801197
O43837	NA	17.952871606034286	18.350988268334117	NA	NA	NA	18.272205650315207	NA	NA	NA	NA	18.373529522362585
O43847	NA	16.470116602808865	NA	NA	NA	NA	18.18899944198933	NA	NA	20.273148578669463	NA	17.60239631282331
O43852	NA	17.665948801888696	17.72750964621437	NA	NA	NA	17.12114711500464	NA	NA	NA	NA	17.838822678798618
O60216;Q9H4I0	NA	18.86465192854466	18.242225070517208	18.519845580366677	18.538963788004246	NA	16.324804618290273	NA	NA	NA	NA	NA
O60231	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60234	NA	19.58621944372785	19.697882867238256	19.957978405150428	NA	19.611715828536145	19.30887912372497	NA	NA	19.571060529697967	NA	19.604126844379266
O60256	NA	16.20058589202265	NA	15.622327759540976	15.464730906559582	NA	NA	NA	NA	NA	NA	NA
O60264	NA	18.210149519627123	18.065040297605748	17.801141637286335	NA	NA	17.452904890223763	NA	NA	18.663540003508793	17.84002963694817	17.535818395824766
O60341	NA	17.507933438889964	18.89182682541324	17.410045818723823	17.29471749794593	NA	NA	NA	NA	NA	NA	17.714484447924555
O60488	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	17.44182463531524
O60493	NA	17.04695048268683	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.866526380395623
O60506	NA	19.579995918376433	19.325838376732214	19.599134085463355	19.697338470965718	19.937611341882906	19.530547260490508	NA	NA	19.70629216868715	19.95706694798201	19.614275860994596
O60508	NA	16.13025795932844	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60610	NA	16.64173355707475	16.14850966367641	15.686303621666067	NA	NA	19.647870826961878	NA	NA	20.32280773973308	20.001650223136956	19.989503799912214
O60664	NA	17.74391119110328	NA	NA	NA	NA	NA	NA	NA	NA	NA	18.037046782676104
O60684;O15131	NA	NA	17.313053996123042	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60749	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60763	NA	16.81593032541879	16.847858195786227	NA	NA	NA	16.931629832413975	NA	NA	17.01078314609125	NA	NA
O60832	18.214983918644933	17.45759085865661	17.88792667123781	17.69568673110644	NA	NA	16.873219601561054	NA	NA	NA	NA	17.583381702856823
O60841	NA	18.16932330609997	18.388973016644236	18.21242225819102	NA	NA	18.076378366369987	NA	NA	NA	NA	17.984976160205566
O60880	NA	17.971547363368032	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O60884	NA	18.523583643622395	17.652865695166092	NA	NA	NA	18.194822309715732	NA	NA	18.81782815771613	18.472116140790515	18.736709842244654
O60925	NA	18.99669284501954	18.859824937836326	18.951287779605828	NA	18.700515019295125	19.04125840599633	NA	NA	18.27405252296024	NA	19.08111616840282
O75083	NA	NA	NA	NA	NA	NA	22.755224414045323	22.75468526042419	23.15549774287729	22.86824794314792	22.660289119130876	22.65997410846496
O75131;Q9UBL6;Q9HCH3;Q86YQ8;Q96A23;Q8IYJ1;Q96FN4	21.79260154752483	20.361542575593745	20.485084144247793	20.660232395407917	21.597787174279002	21.87346765070259	17.684817747386	NA	NA	NA	NA	17.390402387555234
O75152	NA	16.45882340468706	NA	NA	NA	NA	NA	NA	NA	NA	NA	16.310208422289996
O75312	NA	15.751247117379302	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75340	NA	NA	17.27816245171838	17.467913429760443	NA	NA	NA	NA	NA	NA	NA	NA
O75347	NA	19.57854551584243	NA	19.359540050778264	19.6112878870103	19.239601433356597	19.622795336510066	NA	NA	19.472264131773777	NA	20.062902408405463
O75348	NA	20.091430338519416	20.90689464819065	20.158926010449605	20.572205211749324	NA	20.389244499282263	NA	NA	20.37376891742344	NA	19.830574005183145
O75351	NA	17.272308620078533	NA	NA	NA	NA	17.952126938897955	NA	NA	18.042587491975596	17.745272808833743	18.00353197923381
O75367;Q9P0M6	20.355860285753867	19.88942984432255	20.115352234510393	19.376022166834034	19.51207853492293	19.5623342136639	20.396134754181595	19.22330451818673	NA	19.847401542615728	19.489024092986224	20.32031185127678
O75368	NA	18.338371652608544	16.824832150240233	18.27357498835444	18.050690867793435	18.09776501898781	17.283135376742038	NA	NA	18.270070924635554	NA	17.909005550442934
O75369	19.107249144623704	21.45999261612114	21.066600258361735	21.177455241141963	21.10007520719254	20.90385907382153	21.205394605448618	19.57957705167547	NA	21.364091155560402	20.85757883593674	21.49147693596234
O75390	NA	17.404514385438013	16.684254761399977	17.179408935297744	NA	NA	20.537382774656137	20.009367329389406	NA	20.20166811378776	20.08080163228897	20.76022947244307
O75396	NA	16.034348734237874	NA	NA	16.771779930035393	NA	NA	NA	NA	NA	NA	NA
O75400	NA	NA	16.616035971446692	NA	NA	NA	18.954298037939587	NA	NA	18.996340542585628	19.5885536261551	18.841136925324466
O75431	NA	17.172904084907408	16.551081081111615	NA	NA	NA	16.794170942362676	NA	NA	NA	NA	16.789837306357953
O75436	NA	17.11805046691571	18.90506620954009	NA	NA	NA	17.375692601491558	NA	NA	16.86205414628965	NA	17.35213629174922
O75475	NA	18.464035395443865	17.462339783427435	18.913938597006023	NA	19.711972795423268	18.585445207635516	NA	NA	18.252383466114303	NA	18.553657989476463
O75489	NA	17.9041541119822	17.661149654246483	18.035961807410715	NA	18.26719007322409	NA	NA	NA	NA	NA	NA
O75506	NA	17.120370434998208	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75521	NA	16.612497556677027	NA	NA	NA	NA	NA	NA	NA	NA	NA	15.99550975491482
O75530	19.340280487263158	20.35554832949512	20.498314295397055	20.34117670144385	19.911960973196745	18.63519327913338	NA	NA	NA	NA	NA	NA
O75531	NA	NA	NA	NA	NA	NA	19.95813754796596	19.74274357146384	NA	20.584367136781935	20.390793753632348	20.323710677946966
O75533	20.477585716044615	19.948464993802702	19.648688736214485	19.841819082766094	19.564743474195982	20.85966595290671	19.983252139606428	NA	NA	19.951050931155315	20.061157756178563	19.901405535403764
O75534	20.50581459277824	20.5511199421437	20.812966542163068	20.56020005589388	20.75689692390055	20.134509973117744	20.380278569041018	NA	NA	20.28653665071773	NA	20.477145253276504
O75643	NA	15.96038130476507	17.291083375871818	NA	NA	NA	19.987954758571718	20.002058851725813	NA	19.83511205282582	20.054560278751364	19.826716409578296
O75663	NA	18.249385851723993	18.139974500861246	18.37223366818028	NA	NA	17.942690131721825	NA	NA	18.149991395120892	NA	17.717200657787206
O75694	NA	16.975756018149397	17.18073793967031	16.92489662605916	NA	NA	NA	NA	NA	NA	NA	16.189116131628637
O75717	NA	16.565459910568784	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75746	NA	NA	15.593989030167663	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75791	NA	17.230481080645482	17.93129826620265	16.881263176020553	17.105781743508253	NA	17.256656687050388	NA	NA	17.23103582910604	NA	17.416103808410178
O75792	NA	17.78221744462799	17.633257410540942	17.243597597933174	NA	NA	20.01558987635036	NA	NA	22.052097746110967	NA	20.423903949178264
O75794	21.335675497053114	19.64668327083688	19.182106966987444	19.172541347194354	19.444924547715505	20.25597702323775	17.63894571760845	NA	NA	17.64570087580998	NA	17.70571897481939
O75821	NA	18.71660116169665	18.07655949249833	17.910767647331014	NA	NA	18.849997764283096	NA	NA	18.804407352286745	NA	18.423488212589085
O75822	NA	16.59405310120588	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75874	NA	19.93284259174107	20.29462298292118	21.592627666307358	19.690462969149262	NA	20.105380874416653	NA	NA	NA	NA	19.85207918288304
O75915	NA	15.714864331531263	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75934	NA	16.602574813349463	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O75937	NA	17.332380219646403	17.878697756359998	NA	18.907777998037666	NA	17.66877395309013	NA	NA	NA	21.3245302778351	NA
O75947	NA	19.449033104804876	19.295975352844298	19.16501195917715	NA	19.682474321348177	19.455720512054242	NA	NA	18.980672538986276	NA	19.34719737035557
O75964	NA	19.2097138048943	19.366995768225046	19.128775162230376	18.463644973400427	18.483051523288992	18.742471584299167	NA	NA	18.589150872113137	18.518516713895995	18.997293374353525
O76003	NA	19.695221560465534	19.266148974317925	19.669199321465065	19.301870190043417	NA	19.501749699108238	NA	NA	19.0906339509244	19.96458830891804	19.85934282178173
O76021	NA	18.36827354714348	19.09930058953341	18.197926945495517	NA	NA	18.14328609227389	NA	NA	17.777886476034055	NA	18.588653410832666
O76031	NA	17.430623811056343	NA	17.134841128228793	NA	NA	NA	NA	NA	NA	NA	17.17595664147059
O76094	NA	18.15214682051493	18.21481048122625	18.539949356697875	18.084639473822747	17.904894568853717	17.658090509467286	NA	NA	18.4271215426998	18.417123442997244	18.241888649922338
O94776	NA	19.44557723631432	19.593134032472978	19.098132788480555	NA	19.96467752217859	19.262856484286424	NA	NA	18.791933818249888	NA	19.258854899846916
O94826	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94874	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94888	NA	18.963429065502588	19.531007352292992	19.621559204008726	NA	NA	NA	NA	NA	NA	NA	NA
O94903	NA	17.526735392665294	NA	NA	NA	NA	17.650924007344713	NA	NA	NA	NA	17.30416470490417
O94906	NA	17.379319198544323	17.41759106643456	NA	NA	NA	NA	NA	NA	NA	NA	17.305626445691086
O94925	NA	17.74733766482091	NA	17.29403087275834	17.54570472860336	NA	17.210588614941926	NA	NA	16.56310230819399	NA	17.28850893794828
O94972	NA	18.56501713099778	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O94973	NA	17.04108466838165	16.4239097408861	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95104	NA	18.807316509433115	18.02350907508648	18.562020329112926	18.11146579669542	NA	NA	NA	NA	NA	NA	NA
O95163	NA	16.34801735830854	16.235420106605464	NA	NA	NA	16.460952662060826	NA	NA	NA	NA	NA
O95202	NA	18.95495289184393	18.4862693292535	18.54846963689078	18.89770127868861	17.82371641163253	18.324473207466845	NA	NA	18.35710194336515	NA	18.55123167848276
O95232	27.64940617332846	24.478953344668945	24.345200142337642	25.023198186306686	25.169558232945825	26.73280130117936	NA	NA	NA	NA	NA	NA
O95319	NA	18.743519935444183	18.11260681070485	18.62092430813187	18.85466855194019	NA	19.217240902209838	NA	NA	18.348802948266027	NA	18.398886239356006
O95336	18.95597735381436	17.433164162398413	18.56762492212284	17.948141714407	18.230679679527167	18.284130339938102	19.415393867768636	20.993607296227047	23.567258291102227	19.44769781561424	19.825203972403152	19.630010367694968
O95347	NA	19.604896231979254	19.477510421286556	19.48223842820751	19.082336602470214	NA	19.17937527304509	NA	NA	19.157946370913294	NA	19.511603136247242
O95373	NA	NA	16.054830884057708	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95394	NA	17.552735598505222	17.221804933757088	17.51172496820181	17.55901581686554	NA	NA	NA	NA	NA	NA	NA
O95433	NA	16.37609203861023	16.216709698530007	NA	NA	NA	20.455933886873282	19.69681786640816	NA	20.260775572388198	19.92826538771944	20.441511805034644
O95453	NA	16.940057793616262	16.924206628814346	NA	NA	NA	17.26261255168084	NA	NA	NA	NA	17.32830757955619
O95456	NA	16.73455222253248	NA	NA	NA	NA	18.46112274652051	NA	NA	17.788110516956294	NA	NA
O95478	NA	16.084773878632255	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95747	NA	17.088494662146744	17.30276165248746	NA	NA	NA	NA	NA	NA	18.06694112654064	17.80967135254361	17.791863348197804
O95757	NA	17.561299238347424	NA	NA	NA	NA	17.38256609775771	NA	NA	18.483542523035922	NA	18.142811643276534
O95777	NA	18.394772733006747	18.650309809154283	NA	NA	NA	NA	NA	NA	NA	NA	18.456219414421955
O95782	NA	17.053472579266817	17.633809532645227	16.641208025453835	NA	17.757358956053867	16.872638502330226	NA	NA	NA	NA	16.54708665731172
O95793	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
O95816	NA	17.10198715059093	17.440809543321414	17.67721199898768	NA	NA	16.996434379671193	NA	NA	NA	NA	NA
