Name	t00_B_Rep3_OR9	t00_B_Rep3_OR8	t00_C_Rep3_OR8	t00_A_Rep2_OR8	t00_C_Rep2_OR8	t00_C_Rep2_OR9	t00_A_Rep2_OR9	t00_B_Rep2_OR8
P18858	20.325917558414208	20.22276485636659	20.123660238597004	20.649474750940527	17.682371952559734	18.150235423792587	17.268314021007733	17.927344542517915
P18859	NA	17.706500288156054	17.932571781460943	NA	NA	18.29169278001656	17.04408849908838	NA
P18887	16.099901530891085	NA	NA	NA	17.676518970998032	17.08904251809117	NA	17.4844800482769
P19174	21.626309315370353	21.854445715098343	22.059769530682953	21.649263963125343	16.894481169581717	16.355148953196185	NA	NA
P19338	NA	18.334512365989895	17.97851977841496	19.124433468192162	22.762686582205532	22.997757406641554	22.873121774165675	22.468221723752166
P19388	NA	15.52848778425709	NA	NA	16.79144792019178	16.872705747123007	NA	NA
P19404	17.19807282282125	NA	NA	16.810031716313723	NA	NA	16.57925561990423	NA
P19623	19.25699974693161	19.47506436474567	19.284672644314465	19.25743235994879	19.59768764161538	19.52582681712667	19.08681049072775	19.568336518043985
P19784	NA	16.28558388454684	NA	NA	17.869928486732796	18.147584889196793	17.76481853575845	17.355907094114862
P20042	19.158150759860888	19.215213074524456	19.35281631600557	19.6116685400786	19.465149283565296	19.05517330002148	19.252187269484764	19.160343890822155
P20290	18.404951389305047	18.29263396608202	18.05112587011469	19.60547577574566	17.35265038066489	18.782566179499284	18.83033095116592	18.722077683144633
P20340;Q9NRW1;Q14964	19.789850928214424	19.888840416032714	19.62169935872838	19.938935380693373	20.067824025703324	19.70715356836117	20.0270970492426	19.669769727081913
P20618	20.68265532831796	20.074927573782873	20.11065229513933	19.672774071822904	20.079794680515924	20.25524604829024	20.36148395686714	20.68422464868089
P20674	19.296943634403693	19.125827463645656	19.007494273509216	18.972589427979738	19.105036106504656	19.518335412888284	19.475601040250368	19.205676953367018
P20700	21.643233493533057	21.907718067715734	21.626146069835556	21.69225332162411	21.70399554286834	22.006909713332618	21.92546091682553	21.71783192284404
P21127;Q13882	NA	NA	17.977264525316404	NA	16.590442851756748	16.996123868505798	NA	NA
P21266	NA	NA	NA	NA	16.634090293346972	NA	NA	NA
P21281;P15313	17.82366363083928	17.31803440977088	17.33479655419695	17.712877648515818	18.12703117417452	17.91183437880052	17.76909092358497	NA
P21283	NA	NA	NA	NA	17.142454341543882	16.591606704314906	NA	17.221601837434967
P21333	22.387934056568003	22.674563589077856	22.504740495604615	22.460750728738105	22.51353095959349	22.450533645571007	22.392452447601336	22.413972342603955
P21399	16.966217339055547	17.404514550170653	17.35106867922611	17.095638160632998	17.050263888046963	17.118151367598585	NA	NA
P21796	21.376864081487508	21.099239196367964	20.900856664178207	21.425367027972456	21.222037189244922	21.35949323587071	21.33565190190447	21.080245126866352
P21912	18.335559560897977	18.154119816009718	18.839886576035134	17.704137350706965	18.474410481771002	18.397866737608545	18.140857091930883	18.42280781986353
P22033	NA	NA	NA	NA	NA	15.983036335557154	NA	NA
P22061	18.394958413201987	18.095528376980983	17.40247625915741	17.86119037948934	18.625165236294357	18.569711116578254	NA	18.516648107009537
P22087	19.97908839100343	19.872325918924943	20.689170748683164	19.612222337829106	17.412563549658465	NA	19.87469455699256	NA
P22102	NA	NA	NA	NA	20.929406657987016	20.74404503402338	20.860346661294585	20.967349568151512
P22234	22.53542801187099	22.903004010910823	22.690690810857642	22.67872647895967	22.729922039873095	22.64502261507527	22.530810570644086	22.99272777896953
P22307	15.93205522371601	NA	NA	NA	19.45896639988407	19.457935707232515	19.24162573173856	19.49378314457318
P22314	21.897937197492354	21.814311388687514	21.56606212210602	21.956726131266656	21.67702338778247	21.631769293388892	21.895478479101207	21.975534550443143
P22392;O60361	18.346595849274	NA	NA	NA	23.11360893323284	23.405186675278394	23.428148185146227	23.022970220892716
P22626	23.25959525446516	23.46997359787425	23.229533382162415	23.492939966407413	23.23443291570601	23.460221416549274	23.50984007513931	23.34652736970495
P22695	18.625211138831006	18.481164886720784	18.263561066456816	18.40173692020227	18.509102487962494	18.64872187275298	NA	18.54545910749391
P22830	NA	NA	17.454548620687167	NA	16.99540421676126	NA	NA	NA
P23193;Q15560	18.568351562160654	18.479337437224242	18.195493547144704	17.68741632278068	18.273226338510504	18.30547408161678	18.38255016264536	17.987770378151325
P23246	18.53982383431155	18.77718714795867	18.719190180613353	18.49780885395392	21.358057151100347	21.91214116014404	21.656666099058697	21.786551432563733
P23258;Q9NRH3	NA	16.939676147788763	NA	NA	17.17986114402681	NA	NA	NA
P23284	18.545132009851287	18.07424671824112	18.17049643358429	18.698672097330945	20.857869094529576	20.84339270161761	20.919700504892496	20.82217630795411
P23368	19.079324132094737	19.160786405610196	19.264612830002754	19.00668783483132	19.27040875729942	19.137816437089057	18.960796524024865	18.77063505142838
P23381	21.864008472269397	21.903323493592836	21.91845159645987	22.392271157680998	19.30745003569845	18.825040794578214	18.276355094036504	19.32912771300996
P23396	17.68687200404281	17.289899738842532	18.314713502971863	NA	22.41184399155047	22.591110374757996	22.422618337664723	22.49269633935767
P23434	NA	NA	NA	NA	17.497047807599763	NA	NA	NA
P23526	21.89156468624132	22.008965417146307	21.670677362110148	21.818612654020598	21.835556134048453	22.184366120678256	21.971979697485004	21.611574557859683
P23528	22.92874111794838	22.909468621727854	22.634565901740636	23.02361189582515	22.99869929632284	23.12390271482574	23.158728575513948	22.98434664727077
P23588	17.246102031052477	NA	17.22788790645043	17.99858271103361	17.41294212035021	NA	NA	NA
P23786	15.378400669530713	15.299062817528222	NA	NA	15.441916455801385	15.600660375810346	NA	NA
P23919	20.61018194100698	NA	19.210504854732168	19.46142801541129	19.105364071604264	19.926431567817637	NA	NA
P23921	20.839878036648265	20.423903949178264	21.738083126993846	22.351185029243606	18.743519935444183	18.35534586558734	18.62092430813187	NA
P24534	20.12704287810319	20.668060445080574	20.76165383582454	20.551455841195928	20.011692395673002	20.66483224019013	20.65024175045945	20.470392228907492
P24539	NA	17.782507555940306	17.645447319929993	17.578417541460826	18.02269797549466	NA	NA	17.547740817545595
P24666	18.801898747009194	18.941059921841106	18.69628664433549	18.84269722974571	18.46640821964389	19.12370103675576	18.473980856899843	18.754306308719066
P24752	16.58669709218067	16.935016921000432	NA	16.52778691359135	19.19541494439286	19.250092616670685	18.995933560095196	19.82002708151225
P24928	NA	16.95564690148029	NA	NA	17.335578746709544	NA	NA	NA
P24941;Q00526	17.56108392241533	17.49170357880954	18.833506687693443	NA	16.202899561077224	16.587282033836026	NA	NA
P25098	19.19798049920167	19.065239333061836	18.76247781649547	18.639831370874738	17.847473635905097	17.435682504479196	17.73904508373804	17.73684021153184
P25205	20.778844037712393	20.569598738110933	20.569416279670328	20.7364217274698	21.27537235389984	21.339310313078713	21.33876555617445	21.150163726294977
P25398	21.80423563639814	21.881183601525734	21.675102099532896	21.917285774459856	21.709052556551306	21.9166655735527	21.909879974865994	21.74457287993991
P25685	17.538220272740936	18.021904472853805	NA	18.401136172727053	19.746016130361205	19.479888496118093	19.66083307141875	19.981392198090703
P25705;REV__O00522;REV__Q9Y5A7	18.02308438975353	18.222036498385258	18.851937137864063	19.200957691750343	22.94372396081146	23.264422570209113	23.20491334724887	22.736541026026934
P25786	21.022745615774905	20.73850945876065	20.922923312301684	20.303251953172982	20.422693856617506	20.606917448702333	20.515449427318536	20.332060352160497
P25787	19.385645783619626	16.965689156127684	18.204057226986627	17.972832017784192	18.1579402389742	19.03572333707094	18.724145532487057	NA
P25788	20.46763949172194	20.357991039405462	20.182741374565055	20.12154319525575	19.972164031486365	20.442398442355774	20.487181991151644	19.793258549250652
P25789	20.156322564759982	19.976876779469453	19.784174779087028	20.32748342294229	20.114074656759087	20.422763022814543	20.4797116460821	20.66806868883843
P26038	23.070614508996734	22.61521230438458	22.71890448630329	22.50025117415343	22.72878212511538	23.253183581833348	23.095770715758448	22.57167180513671
P26196	18.753343115047855	19.05959376524557	19.047151966183336	19.370427530297317	18.997450324319146	18.89115828010911	18.99683102068098	18.856633417928393
P26358	NA	NA	NA	NA	17.08972647960239	16.756741244088133	16.45032707075496	NA
P26368	20.94187699286442	21.198266592785245	20.898191608550636	20.97281854164293	21.023268372434373	20.976295746271283	21.256621961181153	21.42110523592129
P26373	22.136828813401884	22.007149938036335	22.021958086166812	21.915849542344336	21.814433779663098	22.201752346979262	21.92842160938988	21.76561441019461
P26583	22.3336331572295	22.56695713577736	21.99078949765881	21.4778731349282	22.06032181983513	22.69436002126141	22.41681322604188	22.14862432599005
P26599;Q9UKA9	22.115969039521275	22.273543932055663	22.264713490558172	21.997702136799862	22.303923135733427	22.222618456583525	21.977397725917406	21.883320930197534
P26639	19.71437135997709	19.86302667372054	19.905167938551713	19.63731689868926	19.78869372509837	19.925464845406864	19.688803230519888	19.915575381062737
P26640	18.519686993293824	19.131898910367937	18.70580810911215	18.848055598777272	19.151761276316904	18.725947262860885	18.469520845899567	18.195741227020285
P26641	22.660819976300843	22.80945194693418	23.031652147004916	22.77723458502915	22.741422652555492	22.71530706926758	22.693490937113843	22.887166245891905
P26885	17.863732053496125	NA	NA	NA	NA	17.99143320155602	NA	NA
P27348	17.6735209650985	16.638803247833405	NA	NA	21.6855872664053	21.725082420994383	21.476888081409207	22.156151741510456
P27635;Q96L21	NA	17.517013353569748	NA	NA	21.012254667212787	21.493380694918287	21.517488103507148	21.133512893991337
P27694	20.02768903012954	20.25193623279548	20.11822356020367	19.888678808137037	20.23043812475556	20.14850839591427	20.06259757927542	20.30323727370785
P27695	25.830272726856208	25.565898017872787	26.136758194683264	26.069321691863518	20.77885822761491	20.613878078002074	20.542521903484918	21.081859204858986
P27707	17.739391114656843	18.60634378407117	18.174930877238943	18.911356473865197	18.54301440807103	18.070821477152812	17.89095065495769	17.969248439259886
P27708	20.691453530010815	20.281949785682755	20.832028068105462	20.365857723359774	20.542322467990196	20.70707320657082	20.519618521366517	19.929698370083038
P27797	22.355319996677753	22.911446489037818	22.85679757917792	22.94313717399003	22.272272107840003	22.223011921424806	22.48163143258226	22.418348297853626
P27816	18.052129632738215	18.20130697401535	17.819322092773515	17.922590924153482	17.91188889672899	18.036235185171428	18.166897993354908	17.99699768211078
P27824	18.710072571290834	18.98223661001681	19.253158887855964	18.803469532933068	20.274643483379037	20.270879542750052	19.631609685092535	20.227096934391803
P28062	18.07889804448477	17.632376369575784	18.075762426252602	18.131235506086274	17.6551726159254	18.065164529411057	18.42151488376397	17.943229890802165
P28065	17.803841362127386	17.822818447000937	17.795180889067215	17.80004050382505	17.834814633588927	17.626357197761067	NA	17.708032371684645
P28066	20.899854117441905	20.962980814524716	20.722044016366393	21.382337099716672	20.74963245461175	20.860546212662456	21.093372985281825	21.16321322578918
P28070	NA	NA	17.711595997595378	17.452255291439847	20.22882635490756	19.569958592294995	19.483810573018538	20.618130145436993
P28072	19.401828498226386	19.565136541719877	19.470132823836877	19.688844514407183	19.49083904104318	19.40434434133057	19.689223897737975	19.026987465686283
P28074	18.792115659969816	18.427482245130584	18.228667878028684	18.407810425162165	18.453511553159878	18.952426776350578	NA	18.82497015043083
P28161	NA	16.41634260590156	NA	NA	17.1884663298137	NA	NA	NA
P28288	NA	16.833050581801775	NA	NA	16.867444554573652	16.580840795155908	16.568817741936755	NA
P28331	17.472112849746548	NA	NA	NA	16.68776333646919	17.094459340323212	NA	NA
P28340	18.368582403360648	17.95996708772437	18.252910837439977	17.2910899549578	17.390280923697183	16.935843892154978	17.295269389548437	NA
P28482	NA	NA	NA	NA	18.35556802351183	17.99349053984257	NA	NA
P28838	19.339498834066518	19.630010367694968	19.535444370329714	19.172444223221664	19.16889749765135	19.056359758070727	19.24410159620586	19.015385220752478
P29016	NA	NA	NA	NA	NA	14.717884951285326	NA	NA
P29017	NA	NA	16.4840065021239	NA	15.572878360113238	14.789535366762793	NA	NA
P29083	15.981230493517597	NA	NA	NA	NA	15.597445331643783	16.042993538266835	NA
P29144	18.8422133322279	19.172709181968305	18.7830195614413	19.36907653881524	19.354109939652268	18.829831546067204	18.90005028591679	19.97334483039196
P29350	NA	17.325173954413135	17.395220169795223	17.2009116705678	17.393967539947468	17.721275720235994	NA	17.953422856519992
P29401	22.985203608989043	22.866056600769188	22.554398025899832	22.72949926052701	22.700452809799096	22.937947750696942	22.99167321338333	22.814837978464993
P29692	17.699905041499886	17.360599330405503	NA	NA	21.384646423677488	21.62850580345755	21.689333251125944	21.583501460500948
P30040	18.875238546868744	18.95884726909661	19.226510456512028	19.011943656017475	19.450933074894422	19.107620877216036	19.00879804512161	19.122752105933635
P30041	20.57213198740141	20.42410187688346	20.46951190089003	20.662400256929008	20.711747528457174	20.632277224989338	20.69985122487384	20.421360241673767
P30044	20.617707483061718	20.844275988375692	20.91125360691287	20.520536832550853	20.952311748196195	20.706108515768655	20.568638502213844	20.869070780152043
P30046;A6NHG4	NA	NA	NA	16.914418895476008	17.185899019825264	NA	NA	NA
P30048	20.12485918186253	20.145286888359085	20.166431490861033	20.227563774568644	20.373943062767374	20.368108192194853	20.503826251790308	20.31261584510694
P30050	NA	NA	17.396608987009138	NA	19.897703678638337	20.10476880907615	20.23983496123556	20.56723072209749
P30084	17.93259909035632	NA	NA	NA	NA	NA	NA	17.74735824220638
P30085	NA	18.04864676598782	18.935694042587343	18.081709543668882	17.98316823326457	17.833546718574453	NA	18.07032743043922
P30086	20.868656006495293	20.897205546874478	20.67543866667332	21.087844754049993	20.410517549572717	20.48248249449309	20.833805270193906	21.36085075441558
P30101	22.34203898401926	22.429238489096846	22.2396970684419	22.34573187543502	22.29796596197692	22.42628203136679	22.235866691893385	22.232454923101635
P30153	20.866116241413593	21.106040291267867	21.05068486539666	21.147086817987923	20.290800179615367	20.606314333325145	20.45834960946167	20.44242037903726
P30154	18.236560332775603	NA	17.073210338127527	16.941113575035995	17.418005406642138	18.110977623948685	NA	17.14283380834123
P30405;Q6BAA4	NA	NA	NA	NA	17.303678175202926	NA	NA	NA
P30419;O60551	NA	NA	16.190811208258566	NA	NA	17.108448627139857	16.76245372333338	NA
P30520;Q8N142	19.04470478961208	19.133691168610856	19.158917124603878	19.584903640231847	19.20899458776723	19.0540616883423	19.237397781598247	19.343107257749168
P30566	18.12755193198282	18.580614316099968	17.853276508040413	17.551383650496078	18.36459888497952	18.242948740811187	18.326454317193125	17.786400974893937
P30626	17.473333920526922	16.847526301158553	18.522013977543445	17.189731155396416	17.62431545780842	18.27331315144476	18.034055441641037	NA
P30876	19.372575812815892	19.971334444550436	19.660435917048442	20.08859116867778	17.34830241018306	17.52824862321527	NA	NA
P31040	NA	NA	19.282332290980975	NA	NA	NA	18.768581452390173	NA
P31146	22.98662398749361	22.97857913436418	22.779434845314388	22.776269713575676	22.770961199692238	23.220339872527532	23.222835800054185	22.691727993949257
P31150	17.458997698582866	17.53757572644764	17.69003717217404	NA	18.281666944568194	18.015929718656736	18.15992188554158	NA
P31153;Q00266	NA	NA	NA	NA	20.329114411808455	20.364240374755134	20.242703713504916	20.464365966336665
P31350	NA	18.942000130637684	18.661268788645355	18.58675398377548	18.92704963717584	NA	NA	18.531805918198017
P31483	21.199387792847137	21.502156470610075	21.729113475923622	21.396069943605873	16.73455222253248	16.613723761645737	NA	NA
P31689	20.09045794268672	20.02868872682124	19.905167938551713	19.9719423223382	20.01256694562715	20.286883219526374	19.959234682658867	20.02540472475433
P31751	NA	NA	NA	NA	NA	NA	NA	NA
P31930	NA	18.57303006851785	18.985024116130738	19.23980056156267	18.76828963382345	18.85960660512785	19.100766137479454	18.6056893439361
P31939	22.329793682196875	22.415342377507994	22.278127792909345	22.336021115280463	22.290465420699945	22.26913873404304	22.301611158822254	22.163426671535206
P31942	NA	NA	NA	NA	NA	17.234052523185568	NA	NA
P31943	21.46500443155397	21.36723332401839	21.309800519769837	21.721862021677435	21.621353665564136	21.657947438370705	21.43531296722817	21.61950882111544
P31946	15.686621982782858	NA	NA	NA	24.478953344668945	24.209389170782735	25.023198186306686	25.461870301739125
P31948	22.869290249773684	22.82785756769318	22.856055452082906	22.758067630764867	22.787296402787817	23.053496079847676	22.755022526986046	22.91769181775353
P32119	20.04100372426925	19.407680861347853	19.991904683087288	19.425071565287688	19.81847589677418	20.311935264729684	19.565635671097837	18.750121995510447
P32969	19.8098499200138	19.701952974947233	19.97669111167865	19.60559745835083	19.897703678638337	19.82373685090046	19.71324962742507	19.398538168281497
P33176;O60282	NA	NA	15.541812114613323	NA	19.280858288042573	19.008201743407326	18.965360785455708	19.50514544123643
P33240	17.92508894824904	17.986317179283816	17.497135077810768	17.647112166417624	18.082700507636034	18.049834804875346	17.81459213637526	17.032740432678096
P33316	19.784726877020756	19.8817962032433	19.92242713889732	19.855047423794716	20.204212494619277	19.893335335937522	20.108234851924728	19.978206369333144
P33991;Q9UJA3	NA	NA	NA	NA	20.893911743558988	20.53548974415625	20.710666080921975	20.415227628652445
P33992	20.529020091890768	20.555303384709564	20.426769549659724	20.684703793915656	20.525790590708006	20.60648667773353	20.351525528881872	20.697172053012764
P33993	21.121334037404367	21.053849274459854	20.55631814507028	20.249644842914545	20.64039243947	20.44702524941907	20.414856029583447	20.165833372508914
P34896	NA	NA	17.426989440688338	16.888478796941044	NA	16.795473638576844	NA	NA
P34897	21.16295947142004	20.952247291662154	20.75800365116565	21.01916538847907	20.977868544267302	21.222112415485988	21.027895515294283	20.952110308298174
P34932	NA	NA	16.120212795357457	16.86183089149509	21.4915650741816	21.35847030177539	21.018954127093416	21.49700962199809
P34949	15.336708928240789	NA	NA	NA	NA	NA	NA	NA
P35232	22.36249426055634	22.123879191856137	22.173656774477617	21.975006764481506	20.184946182719706	19.79270447674594	20.062727452349357	20.281600903597358
P35244	18.746415545664817	18.220396347211572	17.363821867606678	17.186852728294017	17.94870000507695	18.24627073015386	18.238271961006518	NA
P35249	NA	18.262888429325653	19.212918203709027	17.846320724223485	19.319454145266988	19.153353029376774	19.22161782189751	18.985288724786592
P35250	NA	18.947105262781935	18.75863912966547	18.32357868287435	18.671749831259298	18.739966076210173	NA	18.31389102939532
P35268	18.666531956099558	18.31479297214207	18.954176068649392	NA	21.896891959726702	21.73394426061011	21.93939083750567	22.157223887609533
P35269	21.11113568082094	20.890631916375785	20.439210513934693	21.06564997254497	NA	16.624111757555426	NA	NA
P35573	17.88659671089494	NA	18.13706522403904	NA	17.364129104760167	18.13263208030787	NA	NA
P35579;A7E2Y1;P13533;Q9Y623;REV__Q9UKV3	22.999940729919786	23.100927002888188	22.892882863283305	23.154294202765815	23.02678187627407	23.05268994157889	23.04520300506669	23.101502399316942
P35580	18.80435692988379	18.69112204014588	18.357165678461786	18.651665120474448	18.78139669892044	18.646544522823042	18.70023529119755	18.874087400822788
P35606	19.645071661771187	19.930119633332332	19.024027660945094	19.42227151662832	18.625753251399665	18.70932164636384	18.207544005201136	18.348631331654758
P35611	16.046162047088014	NA	NA	NA	16.45418120333204	NA	NA	NA
P35613	NA	17.250262766605186	16.703763650528252	NA	17.435476473017637	17.40271774113141	NA	NA
P35637	18.59632610610501	18.8500034364598	19.361522884743245	18.81794515803816	19.78789125108409	18.67522147038475	19.393702245245628	19.733328046225793
P35659	18.735007275202182	18.83346789890984	18.67543866667332	NA	19.17930492210065	18.67262293778611	18.889750592062207	18.72918123309718
P35754	19.358890942684656	18.98019198909674	18.686033946072452	18.95435984396288	19.05846586670613	19.447082990710662	19.436205441746637	19.49471404072004
P35998	19.240980653405735	18.79232341571408	18.71964717386496	18.929523156693865	20.642411720152495	20.405632417754966	20.24017951285306	20.221016018999627
P36404	16.532666942185283	NA	16.42287392616207	NA	16.81741817097778	16.68856773771875	NA	NA
P36405	17.708679992771838	17.451644226765783	17.774341529036253	17.06966275424321	18.206267024544324	17.754005569169166	17.685534677136687	17.672960203343905
P36542	18.819618898829674	18.468669310628687	17.770691842771278	18.21437905974294	18.683376527439478	19.120422073387637	NA	18.099891043585338
P36551	21.380631310171943	21.478480022772487	21.51554301029205	21.741572092827585	16.37609203861023	NA	NA	NA
P36578	18.84975500443881	18.69289726042702	18.617238899470067	18.688040304528805	22.520420602283117	22.971854472023303	22.777332842874962	22.452312267939128
P36776	18.082503281781733	18.318673307545325	17.812544420820593	17.726752911478073	18.302697916941405	18.061347342143513	18.142971507577457	18.37241898775659
P36871	18.88286844412838	18.800152700196403	18.594567208148927	18.545777854311773	19.033718702003007	19.121628441081377	19.01463712619391	18.322567470760774
P36873	NA	NA	17.512889976257384	NA	NA	NA	NA	NA
P36915	18.039510330971908	18.056992429990576	17.966027885492565	NA	18.26502966077127	18.21848622179362	18.264796020915497	NA
P36957	17.272558006361102	17.12251383445196	NA	NA	NA	NA	NA	NA
P37108	NA	19.02681320216478	19.284893236513927	19.521089871801514	18.967764508651996	NA	NA	19.335679906393764
P37235;P84074;P61601	23.21324300396703	23.36486385862284	23.18284495320177	23.347603851097187	16.113529745279664	16.105817660478863	NA	NA
P37268	18.205164057815562	18.43559437422376	17.505488425418886	18.53069728102913	18.59194822044492	18.380315194079266	18.320427451900322	18.828235631407615
P37802;Q9UI15	16.687595505639948	16.969491298792274	16.86057650057969	NA	21.091548587365097	20.857653155010986	21.246138703320234	21.353546493701202
P37837	17.31301732267541	NA	NA	17.20026721981931	21.34249128148071	21.447362041046098	21.403620825580468	21.23396553783686
P38117	18.554212305508837	18.591299684440255	18.578676680151684	18.8847019563921	18.34893565722094	18.83874954452351	18.814530439236634	18.388535370501543
P38159;Q96E39	19.974514382006934	19.6192113536233	20.448299009053322	19.646791231568983	20.00140799209761	20.411957003719053	20.4720068511441	19.88439421260368
P38606	17.98886033631875	18.179525113741924	19.18229146104774	17.891960742784203	17.94598198166055	17.737166893752608	17.855647080999113	18.24921517897323
P38646	20.570350002193514	20.76022947244307	20.36238020668075	20.97295329739129	22.605542248220445	22.32482383647529	22.46440815436057	22.944518602626793
P38919	20.133212128025992	19.9767418535829	19.7728324336676	20.239486941944463	19.828301326630253	20.0848675571401	20.12785685678098	20.042083465900966
P38935	NA	NA	NA	NA	NA	NA	NA	NA
P39019	21.590139639171515	21.70371492588958	21.867147472694455	21.544218830580693	21.69798906804737	21.821697076592493	21.762357770751734	21.42655254445109
P39023;Q92901	21.713499709165607	21.654670386113338	21.649076290093376	21.62751459320648	21.399002194399863	21.78356493000016	21.849585407113068	21.8065252909935
P39656	18.022302483582482	18.49453361432194	18.792949149988967	19.380072789925876	18.501718054474388	NA	NA	NA
P39687;O43423	21.158518493213762	21.608087011737215	21.43484351955743	21.90413126464685	21.56855556835992	21.34531228080516	21.4471508900252	21.057325086450746
P39748	20.623562305061146	20.08372452202003	19.506604864781444	20.137620988736387	20.273393133705895	20.45881415341743	20.532147800575025	20.02486780809727
P40121	NA	17.477583956629992	NA	NA	17.18749306030025	18.023539078469533	NA	NA
P40222	NA	NA	NA	NA	18.700441179960542	NA	NA	NA
P40227;Q92526	22.456129684343	22.30220084766213	22.100505511013207	22.023563107504323	22.251308290873794	22.497823875804542	22.42918110198452	21.878239772185992
P40429;Q6NVV1	17.62469608067763	NA	NA	NA	21.08544613317438	21.252220087518452	21.26488633329093	20.74392055639253
P40925	20.340523794882767	20.595224860800165	20.45664540486771	20.494395787441007	20.621107940118698	20.397388707438203	20.320362276275596	20.399366886644714
P40926	18.03615744397883	18.11850783840156	18.256244675010898	18.272291225515175	22.999203624941785	22.75766879641136	22.673985061886597	22.86162950534819
P40937	NA	17.55929154923511	17.53635259420363	NA	17.820731692110115	17.95074445953682	NA	17.55363409641599
P40938	22.90056344192686	23.08566518518687	23.21017967230916	23.021154166265323	NA	17.344723537398274	NA	NA
P40939	NA	16.217896087633058	NA	NA	19.10095373502564	18.895593737793305	18.18299779029914	18.992913093166152
P41091;Q2VIR3	20.48088537298544	20.58375383062309	20.60465807206415	20.623271054262	20.35613903308228	20.586618235842096	20.767546034810103	19.798136936292345
P41223	25.11882929840676	24.983036183006462	25.06142028078774	24.843985275543897	15.96038130476507	NA	NA	NA
P41240;P42679	18.727159413379496	19.44295807678731	19.15547097466873	19.39322305102562	18.960143008032183	19.154579329668444	19.011249569892847	19.2092730465083
P41250	19.407987717946728	19.553784624985948	19.41589319814725	19.032001670526476	19.214499444652326	19.169914073285902	18.96127032008038	19.338296795766183
P41252	21.539259146628538	21.387319704671047	21.833536847829766	21.44701653414637	21.62470772546142	21.543568045151332	21.52730913860256	21.409325977747592
P41567	NA	NA	NA	NA	NA	18.449275449103176	NA	NA
P42166	19.244828976077027	19.280004642439028	19.168608855235505	19.66358627858895	19.45312507508457	19.423271854734182	19.440789465144483	19.616010643202507
P42224	17.60811637274122	18.078327040041728	18.144037487591522	17.717967888861754	17.92993579609707	17.870526015820772	17.55254452609355	18.406742190063348
P42285	16.815382258919822	16.61902117385959	17.589396955561355	NA	18.96513382941884	18.747956263011396	18.80723158921382	18.527756643603865
P42574	NA	18.793273757250713	18.788132963667216	18.869639696860826	NA	16.050909151217645	NA	NA
P42704	20.603139937311184	20.362851911197847	20.55210883269177	19.946778003347358	20.455497520951	20.33145981167435	20.36906546785128	20.504490869633194
P42766	19.1533973865091	NA	18.53349624887275	NA	NA	20.796501263772498	20.504017552598235	19.641136349880327
P43034	18.077543754386053	18.661276009325235	18.15735171320977	18.327841707264074	18.77816781286495	18.660389910849965	17.901387056520655	NA
P43243	20.95190337918175	21.3725247957818	21.324092488609452	21.196452164859803	21.24049775559179	20.996557906136978	20.939355472565765	20.67347413615498
P43307	NA	NA	NA	NA	18.675667367556116	NA	NA	NA
P43403;Q8NFD2;P43405	18.810378443352512	18.56881124079832	19.75862324611397	18.49135097597426	18.089442307373197	18.51369318462838	17.879612764778912	NA
P43487	21.03629945486445	20.4130756139956	20.484091041265835	19.83776291390543	20.29747909739894	21.292410690688484	20.90478153225603	20.324881126556186
P43490	NA	16.66543421463682	NA	NA	NA	16.16344365550068	16.551197381956946	NA
P43686	20.63315404433284	21.532168763954683	21.38467887378952	21.506827652921498	18.00773781544043	18.24587249508047	18.292614121852473	19.119713080760235
P45880	20.109234613777137	20.359337175195325	20.44622949841062	20.050789135965395	20.20541496829751	20.25007055390865	20.261495744090155	20.08752643666213
P45973	18.714823119818227	17.794315348007746	NA	18.402177309417713	17.75679328486668	17.835665386715355	NA	18.14668850913028
P45974	17.689172796293654	17.610628347480798	18.735841902848534	17.61286240158867	17.532321557297685	17.42258684686751	17.729325536153574	17.194834576891154
P46060	16.785833002676	17.027751269269174	NA	NA	18.479226772604065	18.79353729732029	18.786306757037366	19.29884705702738
P46087	NA	NA	18.953676654998958	NA	18.039516414904703	17.765226070562512	NA	NA
P46109	17.30857746936803	17.21674487717602	17.918309409987486	17.158696193673215	18.549192539555108	NA	NA	18.64646895391779
P46379	18.078697489116283	17.49283625927982	18.22347542932893	NA	18.20048940857656	17.403352730156136	17.203356208237707	17.668085881073964
P46459	NA	NA	NA	NA	17.980616596517194	18.06390999008707	17.960461986042873	17.9544945906133
P46776	20.847034532898395	21.12351359780741	20.964073107130258	21.235954015468	21.079377380652012	21.03426357291025	20.86176549759916	20.81629311993826
P46777	21.71833556299249	21.847895191963417	21.874421765986487	21.918510696030953	21.73717734775338	21.95110415178022	21.96921107324502	22.092050655010112
P46778	16.085081504389155	NA	NA	NA	20.130050740065755	20.443942360679443	20.336242939154126	20.769225262038674
P46779	18.854214289878957	18.774767923201964	18.204010568781197	18.54218594507776	19.627140670156223	19.682220760161584	19.25818790031225	NA
P46781	21.71471019311934	21.570358981016735	21.727085566561456	21.364522987789243	21.488829341279384	22.05363829279466	21.891974309684763	21.273713610220526
P46782	21.172975363200674	21.048210235407094	20.783519228538406	20.76751786606178	20.736005331643966	20.870769965189943	21.105211653317227	20.98567504023699
